,Unnamed: 0,사업장명,업태구분명,소재지전화,소재지전체주소,도로명전체주소,좌표정보(x),좌표정보(y),영업상태명,naver_map_url,구,동,검색어,검색어2,naver_map_url_df1
3635,135,급행장차이나,중국식,051-8063377,부산광역시 부산진구 부전동 475-10,부산광역시 부산진구 부전로96번길 40-1 (부전동),387344.0872,186310.4099,영업/정상,,부산진구,부전동,부전동 급행장차이나,부전동 급행장차이나 051-8063377,
3636,136,늘찬푸드,중국식,051-808-2429,부산광역시 부산진구 연지동 340-26 외 1필지,"부산광역시 부산진구 동평로223번길 97 (연지동,외 1필지)",386656.1005,187905.3541,영업/정상,,부산진구,연지동,연지동 늘찬푸드,연지동 늘찬푸드 051-808-2429,
3637,137,황금수산,한식,051-6456039,부산광역시 부산진구 범천동 859-15,부산광역시 부산진구 황령대로 25 (범천동),387869.8645,185218.8828,영업/정상,,부산진구,범천동,범천동 황금수산,범천동 황금수산 051-6456039,
3638,138,동네고깃집,한식,051-8947446,부산광역시 부산진구 당감동 379-30번지,부산광역시 부산진구 당감서로 37-2 (당감동),385508.7507,186873.4017,영업/정상,,부산진구,당감동,당감동 동네고깃집,당감동 동네고깃집 051-8947446,
3639,139,경화루,중국식,051-808-0663,부산광역시 부산진구 부암동 364-12 (1층),"부산광역시 부산진구 동평로127번길 41, 1층 (부암동)",386036.9081,187347.4399,영업/정상,,부산진구,부암동,부암동 경화루,부암동 경화루 051-808-0663,
3640,140,고기가맛있다,한식,051-8971828,부산광역시 부산진구 가야동 459-41번지 (1층),"부산광역시 부산진구 엄광로 176-5 (가야동,(1층))",385280.0405,185011.8208,영업/정상,,부산진구,가야동,가야동 고기가맛있다,가야동 고기가맛있다 051-8971828,
3641,141,봉평대가,한식,051-639-8192,부산광역시 부산진구 범천동 848-19번지,부산광역시 부산진구 범일로 170 (범천동),387625.6698,184844.0834,영업/정상,,부산진구,범천동,범천동 봉평대가,범천동 봉평대가 051-639-8192,
3642,142,청가옥,기타,051-925-5551,부산광역시 부산진구 범천동 839-410,부산광역시 부산진구 자유평화로 21-4 (범천동),387889.0168,184447.5836,영업/정상,,부산진구,범천동,범천동 청가옥,범천동 청가옥 051-925-5551,
3643,143,강촌다슬기,한식,051-8611123,부산광역시 부산진구 양정동 285-32번지,부산광역시 부산진구 해맞이로 7 (양정동),388143.003,188210.5723,영업/정상,,부산진구,양정동,양정동 강촌다슬기,양정동 강촌다슬기 051-8611123,
3644,144,떡장인방앗간,분식,051-8062743,부산광역시 부산진구 부전동 187-17,부산광역시 부산진구 중앙대로692번길 21-3 (부전동),387673.2786,185884.1628,영업/정상,,부산진구,부전동,부전동 떡장인방앗간,부전동 떡장인방앗간 051-8062743,
3645,145,미락,한식,051-8098077,부산광역시 부산진구 부암동 505-1번지,부산광역시 부산진구 당감서로 90 (부암동),385487.2719,187384.4198,영업/정상,,부산진구,부암동,부암동 미락,부암동 미락 051-8098077,
3646,146,숙이네식당,한식,051-8969203,부산광역시 부산진구 가야동 13-9,"부산광역시 부산진구 가야대로668번길 30, 1층 (가야동)",386224.3013,185876.2482,영업/정상,,부산진구,가야동,가야동 숙이네식당,가야동 숙이네식당 051-8969203,
3647,147,족발쌀롱,분식,051-3811158,부산광역시 부산진구 개금동 177-276번지,부산광역시 부산진구 복지로13번길 37 (개금동),384220.6494,185530.8193,영업/정상,,부산진구,개금동,개금동 족발쌀롱,개금동 족발쌀롱 051-3811158,
3648,148,시골집,경양식,051-9104105,"부산광역시 부산진구 전포동 892-20번지 지오플레이스 4101,4112,4113.4114호","부산광역시 부산진구 동천로 4 (전포동,지오플레이스 4101,4112,4113.4114호)",388011.1978,185310.7053,영업/정상,,부산진구,전포동,전포동 시골집,전포동 시골집 051-9104105,
3649,149,참맛대게,한식,051-851-2020,부산광역시 부산진구 당감동 891-19,"부산광역시 부산진구 백양대로60번길 36-4, 1층 (당감동)",386033.9037,186877.4291,영업/정상,,부산진구,당감동,당감동 참맛대게,당감동 참맛대게 051-851-2020,
3652,152,소양강식당,경양식,051-8970861,부산광역시 부산진구 가야동 48-88번지 외4필지,"부산광역시 부산진구 엄광로 285 (가야동,외4필지)",385905.2143,185890.4458,영업/정상,,부산진구,가야동,가야동 소양강식당,가야동 소양강식당 051-8970861,
3653,153,철우식당,한식,051-8910170,부산광역시 부산진구 가야동 3-17번지 2층,"부산광역시 부산진구 가야대로 669, 2층 (가야동)",386273.2214,186067.24,영업/정상,,부산진구,가야동,가야동 철우식당,가야동 철우식당 051-8910170,
3654,154,태화식당,한식,051-8980845,부산광역시 부산진구 가야동 3-17번지 2층,"부산광역시 부산진구 가야대로 669, 2층 (가야동)",386273.2214,186067.24,영업/정상,,부산진구,가야동,가야동 태화식당,가야동 태화식당 051-8980845,
3655,155,하나옛날통닭(당감점),호프/통닭,051-892-8592,부산광역시 부산진구 당감동 738-5,부산광역시 부산진구 당감서로80번길 9 (당감동),385549.4162,187277.0953,영업/정상,,부산진구,당감동,당감동 하나옛날통닭(당감점),당감동 하나옛날통닭(당감점) 051-892-8592,
3656,156,내맘이야,한식,051-8515336,"부산광역시 부산진구 양정동 353-22번지 ,23","부산광역시 부산진구 양지로5번길 9 (양정동,,23)",388492.488,187630.1425,영업/정상,,부산진구,양정동,양정동 내맘이야,양정동 내맘이야 051-8515336,
3657,157,서라벌,경양식,051-9101307,부산광역시 부산진구 전포동 891-38번지 외2번지,"부산광역시 부산진구 동천로 4 (전포동,외2번지)",388095.0974,185326.1925,영업/정상,,부산진구,전포동,전포동 서라벌,전포동 서라벌 051-9101307,
3658,158,바다횟집,횟집,051-8927414,부산광역시 부산진구 개금동 540-111번지,부산광역시 부산진구 엄광로 47 (개금동),384127.6997,185102.6475,영업/정상,,부산진구,개금동,개금동 바다횟집,개금동 바다횟집 051-8927414,
3661,161,준June,경양식,051-816-3140,부산광역시 부산진구 부전동 520-5번지,"부산광역시 부산진구 가야대로784번길 60, 2층 (부전동)",387366.2932,185897.3082,영업/정상,,부산진구,부전동,부전동 준June,부전동 준June 051-816-3140,
3662,162,업텐브로피자 개금점,분식,051-8929088,부산광역시 부산진구 개금동 527-21,"부산광역시 부산진구 냉정로178번길 18, 1층 (개금동)",383942.423,185188.0617,영업/정상,,부산진구,개금동,개금동 업텐브로피자 개금점,개금동 업텐브로피자 개금점 051-8929088,
3664,164,센스,경양식,051-8925781,부산광역시 부산진구 개금동 523-62번지,부산광역시 부산진구 복지로 26 (개금동),384005.1365,185392.4608,영업/정상,,부산진구,개금동,개금동 센스,개금동 센스 051-8925781,
3665,165,시골집,한식,051-8051815,부산광역시 부산진구 부전동 396-1번지,부산광역시 부산진구 새싹로28번길 8 (부전동),387402.2503,186498.9349,영업/정상,,부산진구,부전동,부전동 시골집,부전동 시골집 051-8051815,
3666,166,김밥시대,한식,051-8184445,부산광역시 부산진구 초읍동 288-6번지,부산광역시 부산진구 새싹로 274-1 (초읍동),386440.1069,188739.754,영업/정상,,부산진구,초읍동,초읍동 김밥시대,초읍동 김밥시대 051-8184445,
3667,167,본죽부전점,한식,051-8188588,부산광역시 부산진구 부전동 475-2번지,부산광역시 부산진구 서면문화로 9 (부전동),387401.3907,186303.4416,영업/정상,,부산진구,부전동,부전동 본죽부전점,부전동 본죽부전점 051-8188588,
3668,168,웨스트카우보이,경양식,051-8956907,부산광역시 부산진구 개금동 540-31번지,부산광역시 부산진구 복지로 46 (개금동),384035.1502,185187.9111,영업/정상,,부산진구,개금동,개금동 웨스트카우보이,개금동 웨스트카우보이 051-8956907,
3669,169,오리랑탕이랑,한식,051-8185336,부산광역시 부산진구 부전동 398-5번지,부산광역시 부산진구 새싹로 21-14 (부전동),387339.0665,186442.7524,영업/정상,,부산진구,부전동,부전동 오리랑탕이랑,부전동 오리랑탕이랑 051-8185336,
3671,171,미담,한식,051-8076553,부산광역시 부산진구 부전동 519-32,"부산광역시 부산진구 중앙대로691번가길 24-16, 1-2층 (부전동)",387310.1028,185949.6805,영업/정상,,부산진구,부전동,부전동 미담,부전동 미담 051-8076553,
3672,172,오!마이갓,기타,051-9191011,부산광역시 부산진구 전포동 891-38번지 외2번지,"부산광역시 부산진구 동천로 4 (전포동,외2번지)",388095.0974,185326.1925,영업/정상,,부산진구,전포동,전포동 오!마이갓,전포동 오!마이갓 051-9191011,
3673,173,OK목장,식육(숯불구이),051-8945643,부산광역시 부산진구 당감동 362-4번지,부산광역시 부산진구 동평로 63 (당감동),385469.4471,187022.9058,영업/정상,,부산진구,당감동,당감동 OK목장,당감동 OK목장 051-8945643,
3674,174,촌닭,통닭(치킨),051-8199982,부산광역시 부산진구 부전동 177-0번지,부산광역시 부산진구 중앙대로680번가길 38 (부전동),387731.9484,185941.6142,영업/정상,,부산진구,부전동,부전동 촌닭,부전동 촌닭 051-8199982,
3675,175,화전국수,한식,051-8663797,부산광역시 부산진구 양정동 352-12,부산광역시 부산진구 양지로5번길 37 (양정동),388567.7038,187741.3273,영업/정상,,부산진구,양정동,양정동 화전국수,양정동 화전국수 051-8663797,
3676,176,힐링,호프/통닭,051-8098701,부산광역시 부산진구 전포동 189-35,부산광역시 부산진구 동성로 104-1 (전포동),388308.956,186454.96,영업/정상,,부산진구,전포동,전포동 힐링,전포동 힐링 051-8098701,
3677,177,라미도매수산,한식,051-8082707,부산광역시 부산진구 부암동 424-1,부산광역시 부산진구 당감로64번길 33 (부암동),385818.9107,187335.6645,영업/정상,,부산진구,부암동,부암동 라미도매수산,부암동 라미도매수산 051-8082707,
3679,179,도담찜닭 개금점,한식,051-8951957,부산광역시 부산진구 개금동 523-14,"부산광역시 부산진구 복지로 16-1, 1층 (개금동)",384007.4074,185480.7596,영업/정상,,부산진구,개금동,개금동 도담찜닭 개금점,개금동 도담찜닭 개금점 051-8951957,
3680,180,양정서민관,분식,051-8610707,부산광역시 부산진구 양정동 71-9,부산광역시 부산진구 양정로 20-1 (양정동),388917.3342,187861.1911,영업/정상,,부산진구,양정동,양정동 양정서민관,양정동 양정서민관 051-8610707,
3681,181,올리브,한식,051-8095946,부산광역시 부산진구 부전동 259-19번지,부산광역시 부산진구 서면문화로 8-6 (부전동),387460.3913,186323.6584,영업/정상,,부산진구,부전동,부전동 올리브,부전동 올리브 051-8095946,
3682,182,원푸드,기타,051-9104066,부산광역시 부산진구 전포동 891-38번지 외2번지,"부산광역시 부산진구 동천로 4 (전포동,외2번지)",388095.0974,185326.1925,영업/정상,,부산진구,전포동,전포동 원푸드,전포동 원푸드 051-9104066,
3684,184,일미국수,한식,051-808-3435,부산광역시 부산진구 초읍동 272-18번지,부산광역시 부산진구 초읍천로108번길 84 (초읍동),386415.7138,188446.6364,영업/정상,,부산진구,초읍동,초읍동 일미국수,초읍동 일미국수 051-808-3435,
3685,185,썬더치킨부암2호점,한식,051-8083300,부산광역시 부산진구 부암동 297-4번지,부산광역시 부산진구 동평로 145 (부암동),386276.4105,187131.176,영업/정상,,부산진구,부암동,부암동 썬더치킨부암2호점,부암동 썬더치킨부암2호점 051-8083300,
3686,186,부싯돌,한식,051-8055352,부산광역시 부산진구 부전동 396-10,부산광역시 부산진구 새싹로 16-1 (부전동),387446.2493,186419.4242,영업/정상,,부산진구,부전동,부전동 부싯돌,부전동 부싯돌 051-8055352,
3688,188,옥정식당,한식,051-8960456,부산광역시 부산진구 개금동 462-24번지,부산광역시 부산진구 백양대로 305 (개금동),383828.5374,185752.6926,영업/정상,,부산진구,개금동,개금동 옥정식당,개금동 옥정식당 051-8960456,
3689,189,수다벅스(SUDABUGS),기타,7073639292,부산광역시 부산진구 개금동 53-6번지 주공일반상가 53-4호,"부산광역시 부산진구 백양관문로 25-9 (개금동,주공일반상가 53-4호)",384938.4826,186558.3484,영업/정상,,부산진구,개금동,개금동 수다벅스(SUDABUGS),개금동 수다벅스(SUDABUGS) 07073639292,
3690,190,장안식당,한식,051-8049291,부산광역시 부산진구 초읍동 177-2번지,부산광역시 부산진구 성지로 117 (초읍동),386771.3888,188707.0954,영업/정상,,부산진구,초읍동,초읍동 장안식당,초읍동 장안식당 051-8049291,
3691,191,경주박가국밥,한식,051-807-6687,부산광역시 부산진구 부전동 255-10,부산광역시 부산진구 서면로68번길 21 (부전동),387501.3333,186030.9242,영업/정상,,부산진구,부전동,부전동 경주박가국밥,부전동 경주박가국밥 051-807-6687,
3693,193,미락원,한식,051-6365756,부산광역시 부산진구 범천동 846-6번지,"부산광역시 부산진구 범일로 150-5, 1층 (범천동)",387634.5757,184643.8112,영업/정상,,부산진구,범천동,범천동 미락원,범천동 미락원 051-6365756,
3694,194,더꼬치다,기타,051-8053222,부산광역시 부산진구 부암동 303-6,"부산광역시 부산진구 신천대로 275, 1층 (부암동)",386670.2298,187204.9318,영업/정상,,부산진구,부암동,부암동 더꼬치다,부암동 더꼬치다 051-8053222,
3695,195,가마골추어탕,한식,051-8916266,부산광역시 부산진구 가야동 506-8,부산광역시 부산진구 가야공원로 57 (가야동),384942.213,185112.0141,영업/정상,,부산진구,가야동,가야동 가마골추어탕,가야동 가마골추어탕 051-8916266,
3696,196,김가네,분식,051-8030830,부산광역시 부산진구 부암동 80-23번지,부산광역시 부산진구 시민공원로19번길 38-14 (부암동),386908.0689,186998.7212,영업/정상,,부산진구,부암동,부암동 김가네,부암동 김가네 051-8030830,
3697,197,오스테리아라치베타,"외국음식전문점(인도,태국등)",051819-6190,부산광역시 부산진구 부전동 516-73번지 (1층),"부산광역시 부산진구 가야대로784번길 46-6, 1층 (부전동)",387353.9566,185970.8351,영업/정상,,부산진구,부전동,부전동 오스테리아라치베타,부전동 오스테리아라치베타 051819-6190,
3698,198,육미작렬,한식,051-911-3237,부산광역시 부산진구 연지동 41-1번지 (1층),"부산광역시 부산진구 성지로8번길 46 (연지동,(1층))",387459.9697,187799.0245,영업/정상,,부산진구,연지동,연지동 육미작렬,연지동 육미작렬 051-911-3237,
3699,199,불백 한잔,중국식,051-8614226,부산광역시 부산진구 양정동 254-7,부산광역시 부산진구 거제천로40번길 3 (양정동),388682.4262,188511.1456,영업/정상,,부산진구,양정동,양정동 불백 한잔,양정동 불백 한잔 051-8614226,
3700,200,칠국관,중국식,051-8631572,부산광역시 부산진구 양정동 362-27번지,부산광역시 부산진구 양지로5번길 14 (양정동),388521.821,187625.9663,영업/정상,,부산진구,양정동,양정동 칠국관,양정동 칠국관 051-8631572,
3701,201,일품장원돼지국밥,한식,051-809-8887,부산광역시 부산진구 부전동 403-25,부산광역시 부산진구 서면문화로 34 (부전동),387257.4251,186497.7221,영업/정상,,부산진구,부전동,부전동 일품장원돼지국밥,부전동 일품장원돼지국밥 051-809-8887,
3706,206,부산양곱창2호,식육(숯불구이),051-818-0369,부산광역시 부산진구 부전동 520-2,부산광역시 부산진구 가야대로784번길 62 (부전동),387363.7876,185889.7781,영업/정상,,부산진구,부전동,부전동 부산양곱창2호,부전동 부산양곱창2호 051-818-0369,
3708,208,(주)게이트에프앤비 부산본점,"외국음식전문점(인도,태국등)",051-802-3331,부산광역시 부산진구 부전동 503-15 롯데백화점부산본점,"부산광역시 부산진구 가야대로 772, 롯데백화점부산본점 9층 (부전동)",387271.2995,186099.1375,영업/정상,,부산진구,부전동,부전동 (주)게이트에프앤비 부산본점,부전동 (주)게이트에프앤비 부산본점 051-802-3331,
3712,212,맥시티타코,"외국음식전문점(인도,태국등)",051-711-7244,부산광역시 부산진구 전포동 233-2,"부산광역시 부산진구 동성로61번길 11, 1층 (전포동)",388354.73,186015.0783,영업/정상,,부산진구,전포동,전포동 맥시티타코,전포동 맥시티타코 051-711-7244,
3735,235,꽃마을 연탄불고기,한식,051-2089233,부산광역시 부산진구 범천동 845-94,"부산광역시 부산진구 골드테마길 36, 1층 (범천동)",387678.8666,184629.951,영업/정상,,부산진구,범천동,범천동 꽃마을 연탄불고기,범천동 꽃마을 연탄불고기 051-2089233,
3744,244,피자 플래넷,한식,051-8180971,부산광역시 부산진구 부전동 242-3 현경빌딩,"부산광역시 부산진구 서면로 48, 현경빌딩 지하1층 일부호 (부전동)",387460.4679,185915.1733,영업/정상,,부산진구,부전동,부전동 피자 플래넷,부전동 피자 플래넷 051-8180971,
3750,250,크리스탈제이드 서면점,중국식,051-8103935,부산광역시 부산진구 부전동 503-15,"부산광역시 부산진구 가야대로 772, 롯데백화점부산본점 9층 (부전동)",387271.2995,186099.1375,영업/정상,,부산진구,부전동,부전동 크리스탈제이드 서면점,부전동 크리스탈제이드 서면점 051-8103935,
3753,253,아비꼬 롯데백화점부산본점,일식,051-8103981,부산광역시 부산진구 부전동 503-15번지,"부산광역시 부산진구 가야대로 772, 9층 (부전동)",387271.2995,186099.1375,영업/정상,,부산진구,부전동,부전동 아비꼬 롯데백화점부산본점,부전동 아비꼬 롯데백화점부산본점 051-8103981,
3761,261,강진손칼국수,분식,051-8075130,부산광역시 부산진구 가야동 643-25번지,"부산광역시 부산진구 냉정로252번길 20, 1층 (가야동)",384612.4267,185332.695,영업/정상,,부산진구,가야동,가야동 강진손칼국수,가야동 강진손칼국수 051-8075130,
3766,266,청진동 아구찜·감자탕,한식,051-807-5292,부산광역시 부산진구 부전동 403-15,"부산광역시 부산진구 서면문화로 40, 1층 (부전동)",387249.3864,186538.7524,영업/정상,,부산진구,부전동,부전동 청진동 아구찜·감자탕,부전동 청진동 아구찜·감자탕 051-807-5292,
3776,276,정성보따리초읍점,한식,051-8046112,부산광역시 부산진구 초읍동 225 성지맨션,"부산광역시 부산진구 성지로83번길 11, 초읍시장 34547-11호 (초읍동)",386953.1244,188391.8561,영업/정상,,부산진구,초읍동,초읍동 정성보따리초읍점,초읍동 정성보따리초읍점 051-8046112,
3783,283,럭키상회,호프/통닭,051-8939293,부산광역시 부산진구 당감동 733-4,"부산광역시 부산진구 당감로 63-6, 1층 (당감동)",385650.2935,187248.282,영업/정상,,부산진구,당감동,당감동 럭키상회,당감동 럭키상회 051-8939293,
3790,290,린그리메,기타,051-8070777,부산광역시 부산진구 전포동 204-6,"부산광역시 부산진구 동성로87번길 9, 3층 (전포동)",388336.496,186272.9611,영업/정상,,부산진구,전포동,전포동 린그리메,전포동 린그리메 051-8070777,
3793,293,카와루 서면점,식육(숯불구이),051-8043392,부산광역시 부산진구 부암동 117-36,"부산광역시 부산진구 가야대로747번길 69, 1층 (부암동)",386937.2187,186568.1311,영업/정상,,부산진구,부암동,부암동 카와루 서면점,부암동 카와루 서면점 051-8043392,
3797,297,아지트,기타,070-40429853,부산광역시 부산진구 부전동 533-11,"부산광역시 부산진구 서면로 5-1, 2층 (부전동)",387432.0469,185506.6777,영업/정상,,부산진구,부전동,부전동 아지트,부전동 아지트 070-40429853,
3799,299,삼삼오오,한식,051-898-0010,부산광역시 부산진구 당감동 621-8,"부산광역시 부산진구 동평로 29, 2층 (당감동)",385129.6753,186983.1716,영업/정상,,부산진구,당감동,당감동 삼삼오오,당감동 삼삼오오 051-898-0010,
3800,300,더블유더블유부산현대일호점,호프/통닭,051-8197913,부산광역시 부산진구 부전동 155-1,"부산광역시 부산진구 서전로 8, 3층 (일부)호 (부전동)",387675.3062,186202.4743,영업/정상,,부산진구,부전동,부전동 더블유더블유부산현대일호점,부전동 더블유더블유부산현대일호점 051-8197913,
3802,302,은하별,기타,051-8161118,부산광역시 부산진구 전포동 194-35 1층일부,"부산광역시 부산진구 서전로57번길 7, 1층 일부호 (전포동)",388178.6553,186282.3909,영업/정상,,부산진구,전포동,전포동 은하별,전포동 은하별 051-8161118,
3803,303,자매횟집,횟집,051-911-0789,부산광역시 부산진구 부전동 341-44번지,"부산광역시 부산진구 부전로174번길 31-3, 1층 (부전동)",387705.019,186710.7814,영업/정상,,부산진구,부전동,부전동 자매횟집,부전동 자매횟집 051-911-0789,
3804,304,굿프렌즈,한식,15442694,부산광역시 부산진구 연지동 340-13 석산빌딩,"부산광역시 부산진구 동평로223번길 77, 석산빌딩 1층 (연지동)",386683.7276,187837.8289,영업/정상,,부산진구,연지동,연지동 굿프렌즈,연지동 굿프렌즈 15442694,
3807,307,오닭꼬치서면점,한식,051-808-1223,부산광역시 부산진구 부전동 113-5,"부산광역시 부산진구 동천로107번길 16, 1층 (부전동)",387757.0618,186302.5559,영업/정상,,부산진구,부전동,부전동 오닭꼬치서면점,부전동 오닭꼬치서면점 051-808-1223,
3815,315,곱창쌀롱,식육(숯불구이),051-8037787,부산광역시 부산진구 연지동 177-29번지 1층,"부산광역시 부산진구 동평로223번길 44, 1층 (연지동)",386713.6446,187666.932,영업/정상,,부산진구,연지동,연지동 곱창쌀롱,연지동 곱창쌀롱 051-8037787,
3818,318,카페클레이튼,기타,070-88650415,부산광역시 부산진구 양정동 185번지,"부산광역시 부산진구 진연로9번길 42, 1층 (양정동)",388762.6552,188392.9321,영업/정상,,부산진구,양정동,양정동 카페클레이튼,양정동 카페클레이튼 070-88650415,
3821,321,흥부네메밀소바막국수,한식,051-894-4425,부산광역시 부산진구 개금동 554-13,"부산광역시 부산진구 냉정로 206, 1층 (개금동)",384211.5822,185354.8996,영업/정상,,부산진구,개금동,개금동 흥부네메밀소바막국수,개금동 흥부네메밀소바막국수 051-894-4425,
3826,326,영자네아구찜,한식,051-808-5408,부산광역시 부산진구 부암동 680-28번지,"부산광역시 부산진구 가야대로747번길 56, 1층 (부암동)",386975.2901,186501.1508,영업/정상,,부산진구,부암동,부암동 영자네아구찜,부암동 영자네아구찜 051-808-5408,
3827,327,또바기찜닭,기타,0505909-0505,부산광역시 부산진구 당감동 791번지 국제백양아파트,"부산광역시 부산진구 백양관문로 104-1, 국제백양아파트 상가동 지하1층 5호 (당감동)",384741.9234,187364.8994,영업/정상,,부산진구,당감동,당감동 또바기찜닭,당감동 또바기찜닭 0505909-0505,
3829,329,아델라7서면부전점,기타,051-819-3355,부산광역시 부산진구 부전동 399-1번지,"부산광역시 부산진구 새싹로 27, 1층 (부전동)",387342.5514,186488.4143,영업/정상,,부산진구,부전동,부전동 아델라7서면부전점,부전동 아델라7서면부전점 051-819-3355,
3830,330,조장,식육(숯불구이),051-8080504,부산광역시 부산진구 전포동 206-4,"부산광역시 부산진구 서전로 62, 지상1층 (전포동)",388218.3622,186230.5696,영업/정상,,부산진구,전포동,전포동 조장,전포동 조장 051-8080504,
3831,331,고봉민김밥인부산어린이대공원점,김밥(도시락),051-803-6699,부산광역시 부산진구 초읍동 291-1,"부산광역시 부산진구 성지로 159, 1층 (초읍동)",386421.1043,188879.3978,영업/정상,,부산진구,초읍동,초읍동 고봉민김밥인부산어린이대공원점,초읍동 고봉민김밥인부산어린이대공원점 051-803-6699,
3832,332,흥부식당,한식,051-808-4149,부산광역시 부산진구 부전동 341-65번지,"부산광역시 부산진구 중앙대로769번길 6-3, 1층 (부전동)",387748.5302,186616.0236,영업/정상,,부산진구,부전동,부전동 흥부식당,부전동 흥부식당 051-808-4149,
3835,335,만복식당,한식,051-8182445,부산광역시 부산진구 전포동 378-31번지,"부산광역시 부산진구 전포대로132번길 12, 1층 (전포동)",388289.8414,185247.3031,영업/정상,,부산진구,전포동,전포동 만복식당,전포동 만복식당 051-8182445,
3837,337,숙향,한식,051-714-0038,부산광역시 부산진구 범천동 849-2,"부산광역시 부산진구 범일로192번길 10, 대동레미안센트럴시티5 103호 (범천동)",387677.9655,185010.1757,영업/정상,,부산진구,범천동,범천동 숙향,범천동 숙향 051-714-0038,
3839,339,올드 맨션,한식,051-806-2998,부산광역시 부산진구 전포동 687-18,"부산광역시 부산진구 전포대로209번길 17-6, 1층 (전포동)",388017.4054,185949.9012,영업/정상,,부산진구,전포동,전포동 올드 맨션,전포동 올드 맨션 051-806-2998,
3840,340,키모스호프,호프/통닭,051-852-9880,부산광역시 부산진구 양정동 362-5번지,"부산광역시 부산진구 양지로5번길 6, 2층 (양정동)",388506.5053,187591.9006,영업/정상,,부산진구,양정동,양정동 키모스호프,양정동 키모스호프 051-852-9880,
3841,341,그집뱃살,기타,051-992-0993,부산광역시 부산진구 부전동 168-342,"부산광역시 부산진구 동천로85번길 11, 1층 (부전동)",387781.1063,186060.9364,영업/정상,,부산진구,부전동,부전동 그집뱃살,부전동 그집뱃살 051-992-0993,
3842,342,후발대,식육(숯불구이),051-802-5846,부산광역시 부산진구 부전동 521-25번지,"부산광역시 부산진구 부전로20번길 32-5, 1층 (부전동)",387373.5278,185755.4428,영업/정상,,부산진구,부전동,부전동 후발대,부전동 후발대 051-802-5846,
3843,343,토종생오리농원,기타,051-891-0250,부산광역시 부산진구 당감동 304-18번지 번지 외1필지(1층),"부산광역시 부산진구 당감로50번길 22-4 (당감동,번지 외1필지(1층))",385810.6784,187121.9679,영업/정상,,부산진구,당감동,당감동 토종생오리농원,당감동 토종생오리농원 051-891-0250,
3845,345,구워삶기,기타,051-361-1150,부산광역시 부산진구 부전동 168-385번지 번지(1층),"부산광역시 부산진구 중앙대로680번가길 80 (부전동,번지(1층))",387744.6991,186145.31,영업/정상,,부산진구,부전동,부전동 구워삶기,부전동 구워삶기 051-361-1150,
3847,347,디오사 바(diosa Bar),기타,051-809-0019,부산광역시 부산진구 부전동 522-10,"부산광역시 부산진구 서면로 19, 3층 (부전동)",387426.2041,185631.8828,영업/정상,,부산진구,부전동,부전동 디오사 바(diosa Bar),부전동 디오사 바(diosa Bar) 051-809-0019,
3848,348,함흥면옥,한식,051-802-9400,부산광역시 부산진구 초읍동 278-41번지 번지(1층),"부산광역시 부산진구 새싹로 263 (초읍동,번지(1층))",386439.701,188616.3483,영업/정상,,부산진구,초읍동,초읍동 함흥면옥,초읍동 함흥면옥 051-802-9400,
3849,349,사라야,기타,051-8082647,부산광역시 부산진구 부전동 240-4,부산광역시 부산진구 서면로 36 (부전동),387464.4841,185789.8845,영업/정상,,부산진구,부전동,부전동 사라야,부전동 사라야 051-8082647,
3850,350,비에이치씨(BHC)치킨,통닭(치킨),051-863-7757,부산광역시 부산진구 양정동 506-27번지 (1층),"부산광역시 부산진구 범양로125번길 13 (양정동,(1층))",388050.0239,188067.7789,영업/정상,,부산진구,양정동,양정동 비에이치씨(BHC)치킨,양정동 비에이치씨(BHC)치킨 051-863-7757,
3851,351,자갈치1호,기타,051-8161880,부산광역시 부산진구 부전동 150-4번지,부산광역시 부산진구 동천로95번길 10 (부전동),387783.0219,186188.4783,영업/정상,,부산진구,부전동,부전동 자갈치1호,부전동 자갈치1호 051-8161880,
3852,352,본죽(부산초읍점),한식,051-802-6286,부산광역시 부산진구 연지동 353-1번지 세동한신APT 107동상가동 101호,"부산광역시 부산진구 새싹로 183 (연지동, 세동한신APT 107동상가동 101호)",386594.9627,187829.1947,영업/정상,,부산진구,연지동,연지동 본죽(부산초읍점),연지동 본죽(부산초읍점) 051-802-6286,
3853,353,심가네추어탕.보리밥,한식,051-892-8172,부산광역시 부산진구 가야동 611번지 보광맨션상가1호,"부산광역시 부산진구 가야공원로38번길 23 (가야동,보광맨션상가1호)",384784.2558,185292.2896,영업/정상,,부산진구,가야동,가야동 심가네추어탕.보리밥,가야동 심가네추어탕.보리밥 051-892-8172,
3854,354,이찌서면점,식육(숯불구이),051-808-9463,부산광역시 부산진구 부전동 522-10 지상1층,"부산광역시 부산진구 서면로 19, 지상1층 (부전동)",387426.2041,185631.8828,영업/정상,,부산진구,부전동,부전동 이찌서면점,부전동 이찌서면점 051-808-9463,
3856,356,설레임,식육(숯불구이),051-8022655,부산광역시 부산진구 부전동 233-1번지 (1층 일부),"부산광역시 부산진구 신천대로62번길 59 (부전동,(1층 일부))",387485.4821,185733.5767,영업/정상,,부산진구,부전동,부전동 설레임,부전동 설레임 051-8022655,
