Unnamed: 0,사업장명,업태구분명,소재지전화,소재지전체주소,도로명전체주소,좌표정보(x),좌표정보(y),영업상태명,naver_map_url,구,동,검색어,검색어2,naver_map_url_df1
214,므므,경양식,,부산광역시 부산진구 전포동 215,"부산광역시 부산진구 동성로61번길 21-18, 2층 (전포동)",388314.6575,186054.7802,영업/정상,,부산진구,전포동,전포동 므므,전포동 므므 ,
215,김복남맥주 동의대점,한식,,부산광역시 부산진구 가야동 186 가야 롯데캐슬 골드아너,"부산광역시 부산진구 가야대로 538, 상가2동 지하1층 103호 (가야동, 가야 롯데캐슬 골드아너)",384998.1563,185638.7125,영업/정상,,부산진구,가야동,가야동 김복남맥주 동의대점,가야동 김복남맥주 동의대점 ,
216,김종구식맛치킨·전기바베큐 옛날통닭 부산 초읍점,호프/통닭,,부산광역시 부산진구 연지동 250-76 래미안어반파크,"부산광역시 부산진구 성지로 37, 3동 1층 108호 (연지동, 래미안어반파크)",386782.7404,188127.6716,영업/정상,,부산진구,연지동,연지동 김종구식맛치킨·전기바베큐 옛날통닭 부산 초읍점,연지동 김종구식맛치킨·전기바베큐 옛날통닭 부산 초읍점 ,
217,오아시스,기타,,부산광역시 부산진구 전포동 175-35,"부산광역시 부산진구 전포대로276번길 13, 1층 (전포동)",388193.8541,186642.3707,영업/정상,,부산진구,전포동,전포동 오아시스,전포동 오아시스 ,
218,소피오(soffio),경양식,,부산광역시 부산진구 전포동 334-2,"부산광역시 부산진구 전포대로210번길 44, 2층 (전포동)",388367.0824,185976.7546,영업/정상,,부산진구,전포동,전포동 소피오(soffio),전포동 소피오(soffio) ,
219,김치퀸 김치찜 서면점,한식,,부산광역시 부산진구 부전동 425-5,"부산광역시 부산진구 부전로95번길 23, 1층 (부전동)",387037.9419,186311.4443,영업/정상,,부산진구,부전동,부전동 김치퀸 김치찜 서면점,부전동 김치퀸 김치찜 서면점 ,
220,낭만브라더 횟집,횟집,,부산광역시 부산진구 당감동 221-67,"부산광역시 부산진구 백양대로 74, 1층 (당감동)",385935.2252,186681.9592,영업/정상,,부산진구,당감동,당감동 낭만브라더 횟집,당감동 낭만브라더 횟집 ,
221,라짜이마라탕 서면점,중국식,,부산광역시 부산진구 부전동 175,"부산광역시 부산진구 중앙대로680번가길 38, 1층 107호 (부전동)",387770.1586,185942.7177,영업/정상,,부산진구,부전동,부전동 라짜이마라탕 서면점,부전동 라짜이마라탕 서면점 ,
222,산성 식육점,한식,,부산광역시 부산진구 전포동 308-34 카피텍,"부산광역시 부산진구 전포대로210번길 19, 카피텍 1층 (전포동)",388244.4774,185999.201,영업/정상,,부산진구,전포동,전포동 산성 식육점,전포동 산성 식육점 ,
223,장르는골뱅이,한식,,부산광역시 부산진구 전포동 215,"부산광역시 부산진구 동성로61번길 21-18, 1층 (전포동)",388314.6575,186054.7802,영업/정상,,부산진구,전포동,전포동 장르는골뱅이,전포동 장르는골뱅이 ,
224,청해,한식,,부산광역시 부산진구 가야동 603-12,"부산광역시 부산진구 가야공원로 48-18, 1층 (가야동)",384854.2245,185246.0652,영업/정상,,부산진구,가야동,가야동 청해,가야동 청해 ,
225,신당불오징어,한식,,부산광역시 부산진구 전포동 191-703 선명하이츠 101호,"부산광역시 부산진구 진남로373번길 15, 101호 (전포동, 선명하이츠)",388580.9686,186357.494,영업/정상,,부산진구,전포동,전포동 신당불오징어,전포동 신당불오징어 ,
226,샤브로21 양정,한식,,부산광역시 부산진구 양정동 354-9,"부산광역시 부산진구 양지로5번길 28, 1층 (양정동)",388554.7922,187689.5689,영업/정상,,부산진구,양정동,양정동 샤브로21 양정,양정동 샤브로21 양정 ,
227,스낵,기타,,부산광역시 부산진구 부전동 168-459 우목빌딩Ⅱ,"부산광역시 부산진구 중앙대로680번가길 74, 우목빌딩Ⅱ (부전동)",387735.4407,186112.8463,영업/정상,,부산진구,부전동,부전동 스낵,부전동 스낵 ,
228,전일맥주 양정점,호프/통닭,,부산광역시 부산진구 양정동 389-2,"부산광역시 부산진구 중앙대로909번길 35, 1층 (양정동)",388440.1737,187920.7105,영업/정상,,부산진구,양정동,양정동 전일맥주 양정점,양정동 전일맥주 양정점 ,
229,청해,횟집,,부산광역시 부산진구 양정동 389-14,"부산광역시 부산진구 거제대로60번길 36, 1층 (양정동)",388442.9906,187955.2219,영업/정상,,부산진구,양정동,양정동 청해,양정동 청해 ,
230,보야지비스트로(VoyageBistro),경양식,,부산광역시 부산진구 전포동 334-40,"부산광역시 부산진구 전포대로210번길 38, 1층 (전포동)",388331.0489,185975.8545,영업/정상,,부산진구,전포동,전포동 보야지비스트로(VoyageBistro),전포동 보야지비스트로(VoyageBistro) ,
231,요츠도키,일식,,부산광역시 부산진구 전포동 313-60,"부산광역시 부산진구 서전로68번길 60-6, 1층 (전포동)",388275.8589,185952.3358,영업/정상,,부산진구,전포동,전포동 요츠도키,전포동 요츠도키 ,
232,그늘집,한식,,부산광역시 부산진구 부전동 168-130,"부산광역시 부산진구 서전로10번길 25, 1층 (부전동)",387649.6594,186103.8047,영업/정상,,부산진구,부전동,부전동 그늘집,부전동 그늘집 ,
233,방이옥,식육(숯불구이),,부산광역시 부산진구 가야동 186 가야 롯데캐슬 골드아너,"부산광역시 부산진구 가야대로 538, 상가1동 103호 (가야동, 가야 롯데캐슬 골드아너)",384998.1563,185638.7125,영업/정상,,부산진구,가야동,가야동 방이옥,가야동 방이옥 ,
234,찌개집,한식,,부산광역시 부산진구 부전동 516-5,"부산광역시 부산진구 가야대로784번길 46-14, 1층 102호 (부전동)",387313.9769,185976.7306,영업/정상,,부산진구,부전동,부전동 찌개집,부전동 찌개집 ,
235,꽃마을 연탄불고기,한식,051-2089233,부산광역시 부산진구 범천동 845-94,"부산광역시 부산진구 골드테마길 36, 1층 (범천동)",387678.8666,184629.951,영업/정상,,부산진구,범천동,범천동 꽃마을 연탄불고기,범천동 꽃마을 연탄불고기 051-2089233,
236,마셰리27,기타,,부산광역시 부산진구 전포동 363-27,"부산광역시 부산진구 동성로15번길 33, 1층 (전포동)",388244.9644,185571.8989,영업/정상,,부산진구,전포동,전포동 마셰리27,전포동 마셰리27 ,
237,돌맥,한식,,부산광역시 부산진구 전포동 305-8,"부산광역시 부산진구 동성로71번길 23, 지하1층 (전포동)",388270.8994,186137.8445,영업/정상,,부산진구,전포동,전포동 돌맥,전포동 돌맥 ,
238,히스피,한식,,부산광역시 부산진구 부전동 229 에이원플라자,"부산광역시 부산진구 중앙대로 668, 에이원플라자 1층 119호 (부전동)",387598.7773,185636.701,영업/정상,,부산진구,부전동,부전동 히스피,부전동 히스피 ,
239,지엔케이카페,기타,,부산광역시 부산진구 양정동 391-5,"부산광역시 부산진구 동평로420번길 20-1, 1층 (양정동)",388476.3506,187881.8536,영업/정상,,부산진구,양정동,양정동 지엔케이카페,양정동 지엔케이카페 ,
240,롱드라이버스,기타,,부산광역시 부산진구 전포동 202-11,"부산광역시 부산진구 서전로57번길 4, 1층 (전포동)",388197.4414,186262.3349,영업/정상,,부산진구,전포동,전포동 롱드라이버스,전포동 롱드라이버스 ,
241,달인김밥,분식,,부산광역시 부산진구 개금동 447-16,"부산광역시 부산진구 백양대로 314, 1층 (개금동)",383735.2179,185772.3457,영업/정상,,부산진구,개금동,개금동 달인김밥,개금동 달인김밥 ,
242,도리성혜,한식,,부산광역시 부산진구 전포동 347-32,"부산광역시 부산진구 전포대로190번길 24, 1층 (전포동)",388266.0951,185762.7278,영업/정상,,부산진구,전포동,전포동 도리성혜,전포동 도리성혜 ,
243,행복한 고기한상,한식,,부산광역시 부산진구 당감동 891-6번지,"부산광역시 부산진구 백양대로60번길 44, 1층 (당감동)",386015.963,186924.5752,영업/정상,,부산진구,당감동,당감동 행복한 고기한상,당감동 행복한 고기한상 ,
244,피자 플래넷,한식,051-8180971,부산광역시 부산진구 부전동 242-3 현경빌딩,"부산광역시 부산진구 서면로 48, 현경빌딩 지하1층 일부호 (부전동)",387460.4679,185915.1733,영업/정상,,부산진구,부전동,부전동 피자 플래넷,부전동 피자 플래넷 051-8180971,
245,여왕김밥,분식,,부산광역시 부산진구 당감동 252-28,"부산광역시 부산진구 당감로16번길 9, 1층 (당감동)",385810.6546,186810.8636,영업/정상,https://pcmap.place.naver.com/restaurant/1096284894/review/visitor#,부산진구,당감동,당감동 여왕김밥,당감동 여왕김밥 ,
246,싱싱샐러드 서면점,기타,,부산광역시 부산진구 부전동 151-2,"부산광역시 부산진구 서전로 16, 1층 일부호 (부전동)",387763.7861,186205.644,영업/정상,,부산진구,부전동,부전동 싱싱샐러드 서면점,부전동 싱싱샐러드 서면점 ,
247,카페르쁘앙,기타,,부산광역시 부산진구 초읍동 291-5번지 브라운도트 호텔,"부산광역시 부산진구 새싹로278번길 11, 브라운도트 호텔 별관 지상2층 (초읍동)",386474.1412,188785.1941,영업/정상,https://pcmap.place.naver.com/restaurant/1237137871/review/visitor#,부산진구,초읍동,초읍동 카페르쁘앙,초읍동 카페르쁘앙 ,
248,다올,기타,,부산광역시 부산진구 양정동 393-25번지 2층,"부산광역시 부산진구 중앙대로 915, 2층 (양정동)",388518.0003,187830.9865,영업/정상,,부산진구,양정동,양정동 다올,양정동 다올 ,
249,야키토리 규(전포),경양식,,부산광역시 부산진구 전포동 680-4,"부산광역시 부산진구 서전로38번길 43-3, 지상1층 (전포동)",388011.7754,186028.5169,영업/정상,https://pcmap.place.naver.com/restaurant/1786673343/review/visitor#,부산진구,전포동,전포동 야키토리 규(전포),전포동 야키토리 규(전포) ,
250,크리스탈제이드 서면점,중국식,051-8103935,부산광역시 부산진구 부전동 503-15,"부산광역시 부산진구 가야대로 772, 롯데백화점부산본점 9층 (부전동)",387271.2995,186099.1375,영업/정상,,부산진구,부전동,부전동 크리스탈제이드 서면점,부전동 크리스탈제이드 서면점 051-8103935,
251,주식회사 가이오푸드,기타,,부산광역시 부산진구 부전동 515-53 탑패밀리,"부산광역시 부산진구 부전로 56-1, 탑패밀리 2층 201호 (부전동)",387212.8082,185931.0374,영업/정상,,부산진구,부전동,부전동 주식회사 가이오푸드,부전동 주식회사 가이오푸드 ,
252,오니기리와이규동 초읍점,일식,,부산광역시 부산진구 초읍동 292-23번지,"부산광역시 부산진구 새싹로 287-1, 1층 (초읍동)",386378.9985,188870.3097,영업/정상,,부산진구,초읍동,초읍동 오니기리와이규동 초읍점,초읍동 오니기리와이규동 초읍점 ,
253,아비꼬 롯데백화점부산본점,일식,051-8103981,부산광역시 부산진구 부전동 503-15번지,"부산광역시 부산진구 가야대로 772, 9층 (부전동)",387271.2995,186099.1375,영업/정상,,부산진구,부전동,부전동 아비꼬 롯데백화점부산본점,부전동 아비꼬 롯데백화점부산본점 051-8103981,
254,옥반,기타,,부산광역시 부산진구 전포동 664-9번지,"부산광역시 부산진구 서전로37번길 20, 1층 (전포동)",388014.2385,186349.0058,영업/정상,,부산진구,전포동,전포동 옥반,전포동 옥반 ,
255,동궁찜닭,한식,,부산광역시 부산진구 전포동 903 부산전포사랑으로부영,"부산광역시 부산진구 동성로 82, 1층 105호 (전포동, 부산전포사랑으로부영)",388447.2671,186285.9973,영업/정상,,부산진구,전포동,전포동 동궁찜닭,전포동 동궁찜닭 ,
256,진짬뽕순두부,분식,,부산광역시 부산진구 초읍동 292-26 운초빌딩,"부산광역시 부산진구 새싹로 283, 운초빌딩 1층 (초읍동)",386385.9227,188816.4423,영업/정상,,부산진구,초읍동,초읍동 진짬뽕순두부,초읍동 진짬뽕순두부 ,
257,청춘레스토랑,경양식,,부산광역시 부산진구 부전동 267-27번지,"부산광역시 부산진구 새싹로8번길 58, 5층 일부호 (부전동)",387686.7884,186533.3851,영업/정상,,부산진구,부전동,부전동 청춘레스토랑,부전동 청춘레스토랑 ,
258,풍년식당,한식,,부산광역시 부산진구 부전동 267-27번지,"부산광역시 부산진구 새싹로8번길 58, 2층 일부호 (부전동)",387686.7884,186533.3851,영업/정상,https://pcmap.place.naver.com/restaurant/37970538/review/visitor#,부산진구,부전동,부전동 풍년식당,부전동 풍년식당 ,https://pcmap.place.naver.com/restaurant/37970538/review/visitor#
259,대웅건강유통(미우),분식,,부산광역시 부산진구 양정동 273-47번지,"부산광역시 부산진구 동평로405번길 44, 1층 일부호 (양정동)",388576.708,188219.662,영업/정상,,부산진구,양정동,양정동 대웅건강유통(미우),양정동 대웅건강유통(미우) ,
260,마라상회,중국식,,부산광역시 부산진구 전포동 327-94,"부산광역시 부산진구 진남로356번길 3, 지상1층 (전포동)",388666.9304,186142.0652,영업/정상,,부산진구,전포동,전포동 마라상회,전포동 마라상회 ,
261,강진손칼국수,분식,051-8075130,부산광역시 부산진구 가야동 643-25번지,"부산광역시 부산진구 냉정로252번길 20, 1층 (가야동)",384612.4267,185332.695,영업/정상,,부산진구,가야동,가야동 강진손칼국수,가야동 강진손칼국수 051-8075130,
262,산들애,한식,,부산광역시 부산진구 가야동 361-85 가야삼정그린코아,"부산광역시 부산진구 엄광로238번길 5, 110동 1층 103호 (가야동, 가야삼정그린코아)",385712.8868,185484.5479,영업/정상,,부산진구,가야동,가야동 산들애,가야동 산들애 ,
263,이네,경양식,,부산광역시 부산진구 전포동 660-16번지,"부산광역시 부산진구 동천로108번길 9-7, 1층 (전포동)",387883.3229,186338.0889,영업/정상,https://pcmap.place.naver.com/restaurant/1644067321/review/visitor#,부산진구,전포동,전포동 이네,전포동 이네 ,https://pcmap.place.naver.com/restaurant/1644067321/review/visitor#
264,맥주를구한피자전포직영점,호프/통닭,,부산광역시 부산진구 전포동 309-68번지,"부산광역시 부산진구 서전로58번길 48, 지상2층 (전포동)",388174.6781,185998.7592,영업/정상,,부산진구,전포동,전포동 맥주를구한피자전포직영점,전포동 맥주를구한피자전포직영점 ,
265,호주에서온스시,일식,,부산광역시 부산진구 전포동 653-2,"부산광역시 부산진구 전포대로255번길 19, 지상1층 (전포동)",388021.8694,186409.3975,영업/정상,https://pcmap.place.naver.com/restaurant/1233447711/review/visitor#,부산진구,전포동,전포동 호주에서온스시,전포동 호주에서온스시 ,https://pcmap.place.naver.com/restaurant/1233447711/review/visitor#
266,청진동 아구찜·감자탕,한식,051-807-5292,부산광역시 부산진구 부전동 403-15,"부산광역시 부산진구 서면문화로 40, 1층 (부전동)",387249.3864,186538.7524,영업/정상,,부산진구,부전동,부전동 청진동 아구찜·감자탕,부전동 청진동 아구찜·감자탕 051-807-5292,
267,커피정원,기타,,부산광역시 부산진구 전포동 903번지 부산전포사랑으로부영,"부산광역시 부산진구 동성로 82, 3층 301호 (전포동, 부산전포사랑으로부영)",388447.2671,186285.9973,영업/정상,https://pcmap.place.naver.com/restaurant/1136508584/review/visitor#,부산진구,전포동,전포동 커피정원,전포동 커피정원 ,https://pcmap.place.naver.com/restaurant/1136508584/review/visitor#
268,세아작업실,한식,,부산광역시 부산진구 전포동 881-1,"부산광역시 부산진구 전포대로175번길 37, 2층 (전포동)",387936.5186,185609.6046,영업/정상,,부산진구,전포동,전포동 세아작업실,전포동 세아작업실 ,
269,만구포차,기타,,부산광역시 부산진구 양정동 389-20,"부산광역시 부산진구 동평로406번길 25, 1층 (양정동)",388423.205,187907.6502,영업/정상,,부산진구,양정동,양정동 만구포차,양정동 만구포차 ,
270,아홉수소녀,일식,,부산광역시 부산진구 전포동 683-1,"부산광역시 부산진구 전포대로209번길 43, 1층 (전포동)",387902.0751,185960.3152,영업/정상,,부산진구,전포동,전포동 아홉수소녀,전포동 아홉수소녀 ,
271,교자쇼푸,일식,,부산광역시 부산진구 전포동 661-6,"부산광역시 부산진구 서전로37번길 19-1, 지상1층 왼쪽호 (전포동)",387953.6179,186347.2953,영업/정상,,부산진구,전포동,전포동 교자쇼푸,전포동 교자쇼푸 ,
272,시골촌닭구이,식육(숯불구이),,부산광역시 부산진구 양정동 364-13 1층,"부산광역시 부산진구 양지로8번길 7, 1층 (양정동)",388463.8536,187547.3303,영업/정상,,부산진구,양정동,양정동 시골촌닭구이,양정동 시골촌닭구이 ,
273,제주옥탑 개금점,한식,,부산광역시 부산진구 개금동 177-127 2층,"부산광역시 부산진구 복지로13번길 28, 2층 (개금동)",384173.2694,185506.9786,영업/정상,,부산진구,개금동,개금동 제주옥탑 개금점,개금동 제주옥탑 개금점 ,
274,넝쿨,한식,,부산광역시 부산진구 전포동 190번지,"부산광역시 부산진구 진남로373번길 32, 1층 (전포동)",388538.9113,186419.2132,영업/정상,,부산진구,전포동,전포동 넝쿨,전포동 넝쿨 ,
275,가마로닭강정 가야점,호프/통닭,,부산광역시 부산진구 가야동 657-6번지,"부산광역시 부산진구 가야공원로38번길 86, 1층 (가야동)",384476.9955,185330.7701,영업/정상,,부산진구,가야동,가야동 가마로닭강정 가야점,가야동 가마로닭강정 가야점 ,
276,정성보따리초읍점,한식,051-8046112,부산광역시 부산진구 초읍동 225 성지맨션,"부산광역시 부산진구 성지로83번길 11, 초읍시장 34547-11호 (초읍동)",386953.1244,188391.8561,영업/정상,,부산진구,초읍동,초읍동 정성보따리초읍점,초읍동 정성보따리초읍점 051-8046112,
277,홀릭보드게임카페,기타,,부산광역시 부산진구 부전동 165-1,"부산광역시 부산진구 서전로10번길 50, 4층 (부전동)",387608.8849,186003.4936,영업/정상,,부산진구,부전동,부전동 홀릭보드게임카페,부전동 홀릭보드게임카페 ,
278,비에이치씨전포점,호프/통닭,,부산광역시 부산진구 전포동 903 부산전포사랑으로부영 103호,"부산광역시 부산진구 동성로 82, 상가동 1층 103호 (전포동, 부산전포사랑으로부영)",388447.2671,186285.9973,영업/정상,,부산진구,전포동,전포동 비에이치씨전포점,전포동 비에이치씨전포점 ,
279,존가네 서면점,한식,,부산광역시 부산진구 범천동 887-4번지,"부산광역시 부산진구 범일로131번길 16, 1층 (범천동)",387561.4615,184471.1145,영업/정상,,부산진구,범천동,범천동 존가네 서면점,범천동 존가네 서면점 ,
280,홍,식육(숯불구이),,부산광역시 부산진구 전포동 661-6,"부산광역시 부산진구 서전로37번길 19-1, 1층 (동쪽)호 (전포동)",387953.6179,186347.2953,영업/정상,,부산진구,전포동,전포동 홍,전포동 홍 ,
281,대명수산,횟집,,부산광역시 부산진구 개금동 171-154번지 승보보네르빌라 102호,"부산광역시 부산진구 복지로13번길 72, 1층 102호 (개금동, 승보보네르빌라)",384386.473,185511.8729,영업/정상,,부산진구,개금동,개금동 대명수산,개금동 대명수산 ,
282,파란코,일식,,부산광역시 부산진구 전포동 207-46번지,"부산광역시 부산진구 전포대로 230-1, 지상2층 (전포동)",388152.5343,186175.0394,영업/정상,,부산진구,전포동,전포동 파란코,전포동 파란코 ,
283,럭키상회,호프/통닭,051-8939293,부산광역시 부산진구 당감동 733-4,"부산광역시 부산진구 당감로 63-6, 1층 (당감동)",385650.2935,187248.282,영업/정상,,부산진구,당감동,당감동 럭키상회,당감동 럭키상회 051-8939293,
284,숙달고기24,식육(숯불구이),,부산광역시 부산진구 부전동 520-14,"부산광역시 부산진구 중앙대로691번길 54, 1층 (부전동)",387283.8468,185877.5548,영업/정상,,부산진구,부전동,부전동 숙달고기24,부전동 숙달고기24 ,
285,돈가스클라쓰 서면점,한식,,부산광역시 부산진구 전포동 892-20 지오플레이스,"부산광역시 부산진구 동천로 4, 지오플레이스 4층 4053호 (전포동)",388011.1978,185310.7053,영업/정상,,부산진구,전포동,전포동 돈가스클라쓰 서면점,전포동 돈가스클라쓰 서면점 ,
286,한솥도시락 동의대정문점,김밥(도시락),,부산광역시 부산진구 가야동 460-33번지,"부산광역시 부산진구 엄광로 179, 2,3층 (가야동)",385301.9367,185068.1821,영업/정상,,부산진구,가야동,가야동 한솥도시락 동의대정문점,가야동 한솥도시락 동의대정문점 ,
287,화화정,기타,,부산광역시 부산진구 전포동 681-11번지 테크노프라자,"부산광역시 부산진구 전포대로223번길 15, 테크노프라자 B동 1층 109호 (전포동)",388033.0598,186077.8522,영업/정상,,부산진구,전포동,전포동 화화정,전포동 화화정 ,
288,카페라임,기타,,부산광역시 부산진구 양정동 337-8번지,"부산광역시 부산진구 양정로6번길 52, 1~2층 (양정동)",388700.8435,187851.622,영업/정상,,부산진구,양정동,양정동 카페라임,양정동 카페라임 ,
289,배가네쭈꾸미,한식,,부산광역시 부산진구 개금동 57 우성아파트 상가동 13호,"부산광역시 부산진구 백양대로208번길 38-25, 상가동 1층 13호 (개금동, 우성아파트)",384741.0168,186563.4066,영업/정상,,부산진구,개금동,개금동 배가네쭈꾸미,개금동 배가네쭈꾸미 ,
290,린그리메,기타,051-8070777,부산광역시 부산진구 전포동 204-6,"부산광역시 부산진구 동성로87번길 9, 3층 (전포동)",388336.496,186272.9611,영업/정상,,부산진구,전포동,전포동 린그리메,전포동 린그리메 051-8070777,
291,미야네쭈꾸미,한식,,부산광역시 부산진구 범천동 1254-19번지,"부산광역시 부산진구 신암로 76-7, 1층 (범천동)",387137.9631,185192.7582,영업/정상,,부산진구,범천동,범천동 미야네쭈꾸미,범천동 미야네쭈꾸미 ,
292,해옥,한식,,부산광역시 부산진구 전포동 300-17,"부산광역시 부산진구 서전로58번길 13, 1층 (전포동)",388199.9665,186182.3299,영업/정상,,부산진구,전포동,전포동 해옥,전포동 해옥 ,
293,카와루 서면점,식육(숯불구이),051-8043392,부산광역시 부산진구 부암동 117-36,"부산광역시 부산진구 가야대로747번길 69, 1층 (부암동)",386937.2187,186568.1311,영업/정상,,부산진구,부암동,부암동 카와루 서면점,부암동 카와루 서면점 051-8043392,
294,초밥먹고갈래?,일식,,부산광역시 부산진구 전포동 687-15번지 1층,"부산광역시 부산진구 전포대로209번길 17-7, 1층 (전포동)",388032.971,185935.6361,영업/정상,,부산진구,전포동,전포동 초밥먹고갈래?,전포동 초밥먹고갈래? ,
295,스시야상,일식,,부산광역시 부산진구 부전동 502-3번지 삼정노블빌딩,"부산광역시 부산진구 서면로 59, 삼정노블빌딩 1층 101호 (부전동)",387413.5545,186031.6138,영업/정상,,부산진구,부전동,부전동 스시야상,부전동 스시야상 ,
296,마피아떡볶이 부산진구점,분식,,부산광역시 부산진구 당감동 439-2,"부산광역시 부산진구 당감로25번길 39, 1층 (당감동)",385566.0504,186920.0043,영업/정상,,부산진구,당감동,당감동 마피아떡볶이 부산진구점,당감동 마피아떡볶이 부산진구점 ,
297,아지트,기타,070-40429853,부산광역시 부산진구 부전동 533-11,"부산광역시 부산진구 서면로 5-1, 2층 (부전동)",387432.0469,185506.6777,영업/정상,,부산진구,부전동,부전동 아지트,부전동 아지트 070-40429853,
298,개금백병원장례식장,기타,,부산광역시 부산진구 개금동 633-165 부산백병원 K동,"부산광역시 부산진구 복지로 75, 부산백병원 K동 B2층 일부호 (개금동)",384088.2,184847.3106,영업/정상,,부산진구,개금동,개금동 개금백병원장례식장,개금동 개금백병원장례식장 ,
299,삼삼오오,한식,051-898-0010,부산광역시 부산진구 당감동 621-8,"부산광역시 부산진구 동평로 29, 2층 (당감동)",385129.6753,186983.1716,영업/정상,,부산진구,당감동,당감동 삼삼오오,당감동 삼삼오오 051-898-0010,
300,더블유더블유부산현대일호점,호프/통닭,051-8197913,부산광역시 부산진구 부전동 155-1,"부산광역시 부산진구 서전로 8, 3층 (일부)호 (부전동)",387675.3062,186202.4743,영업/정상,,부산진구,부전동,부전동 더블유더블유부산현대일호점,부전동 더블유더블유부산현대일호점 051-8197913,
301,리틀다이닝,한식,,부산광역시 부산진구 연지동 46-22 1층,"부산광역시 부산진구 동평로275번길 29, 1층 일부호 (연지동)",387281.9617,187831.6582,영업/정상,,부산진구,연지동,연지동 리틀다이닝,연지동 리틀다이닝 ,
302,은하별,기타,051-8161118,부산광역시 부산진구 전포동 194-35 1층일부,"부산광역시 부산진구 서전로57번길 7, 1층 일부호 (전포동)",388178.6553,186282.3909,영업/정상,,부산진구,전포동,전포동 은하별,전포동 은하별 051-8161118,
303,자매횟집,횟집,051-911-0789,부산광역시 부산진구 부전동 341-44번지,"부산광역시 부산진구 부전로174번길 31-3, 1층 (부전동)",387705.019,186710.7814,영업/정상,,부산진구,부전동,부전동 자매횟집,부전동 자매횟집 051-911-0789,
304,굿프렌즈,한식,15442694,부산광역시 부산진구 연지동 340-13 석산빌딩,"부산광역시 부산진구 동평로223번길 77, 석산빌딩 1층 (연지동)",386683.7276,187837.8289,영업/정상,,부산진구,연지동,연지동 굿프렌즈,연지동 굿프렌즈 15442694,
305,춘미,호프/통닭,,부산광역시 부산진구 부전동 156-47번지,"부산광역시 부산진구 중앙대로 722-2, 2층 (부전동)",387606.5145,186164.2383,영업/정상,,부산진구,부전동,부전동 춘미,부전동 춘미 ,
306,특별한 아구찜,한식,,부산광역시 부산진구 초읍동 332-4번지,"부산광역시 부산진구 성지곡로 43-3, 지하1층 (초읍동)",386460.3684,189372.0291,영업/정상,,부산진구,초읍동,초읍동 특별한 아구찜,초읍동 특별한 아구찜 ,
307,오닭꼬치서면점,한식,051-808-1223,부산광역시 부산진구 부전동 113-5,"부산광역시 부산진구 동천로107번길 16, 1층 (부전동)",387757.0618,186302.5559,영업/정상,,부산진구,부전동,부전동 오닭꼬치서면점,부전동 오닭꼬치서면점 051-808-1223,
308,AGL,식육(숯불구이),,부산광역시 부산진구 전포동 309-21,"부산광역시 부산진구 전포대로224번길 8, 1층 (전포동)",388176.3444,186094.6085,영업/정상,,부산진구,전포동,전포동 AGL,전포동 AGL ,
309,점심이네포차,호프/통닭,,부산광역시 부산진구 부전동 170-32,"부산광역시 부산진구 중앙대로692번길 45-4, 3~4층 (부전동)",387804.4323,185889.5385,영업/정상,,부산진구,부전동,부전동 점심이네포차,부전동 점심이네포차 ,
310,미식가,기타,,부산광역시 부산진구 범천동 1288-47,"부산광역시 부산진구 신암로 37, 1층 (범천동)",387259.8689,184859.6114,영업/정상,,부산진구,범천동,범천동 미식가,범천동 미식가 ,
311,덕마니꼼장어,한식,,부산광역시 부산진구 부전동 397-23,"부산광역시 부산진구 서면문화로 18-2, 1층 (부전동)",387365.6285,186402.4312,영업/정상,,부산진구,부전동,부전동 덕마니꼼장어,부전동 덕마니꼼장어 ,
312,칠린(chillin),기타,,부산광역시 부산진구 전포동 664-5번지,"부산광역시 부산진구 서전로47번길 25, 지상2층 201-202호 (전포동)",388034.2264,186366.6898,영업/정상,,부산진구,전포동,전포동 칠린(chillin),전포동 칠린(chillin) ,
313,파스쿠찌서면솔라리아니스테츠호텔점,기타,,부산광역시 부산진구 부전동 233-16번지 1층,"부산광역시 부산진구 서면로 20, 1층 (부전동)",387479.3994,185623.8567,영업/정상,,부산진구,부전동,부전동 파스쿠찌서면솔라리아니스테츠호텔점,부전동 파스쿠찌서면솔라리아니스테츠호텔점 ,
314,고향보리밥,한식,,부산광역시 부산진구 양정동 61-10,"부산광역시 부산진구 양정로 19, 1층 (양정동)",388934.0963,187881.716,영업/정상,,부산진구,양정동,양정동 고향보리밥,양정동 고향보리밥 ,
315,곱창쌀롱,식육(숯불구이),051-8037787,부산광역시 부산진구 연지동 177-29번지 1층,"부산광역시 부산진구 동평로223번길 44, 1층 (연지동)",386713.6446,187666.932,영업/정상,,부산진구,연지동,연지동 곱창쌀롱,연지동 곱창쌀롱 051-8037787,
316,마맛손,분식,,부산광역시 부산진구 부암동 746번지 서면동일파크스위트 3차,"부산광역시 부산진구 동평로 162, 1동 1층 101호 (부암동, 서면동일파크스위트 3차)",386443.0827,186982.2627,영업/정상,,부산진구,부암동,부암동 마맛손,부암동 마맛손 ,
317,전포소주방,"외국음식전문점(인도,태국등)",,부산광역시 부산진구 전포동 339-5,"부산광역시 부산진구 서전로68번길 64, 지상1층 (전포동)",388289.3501,185923.3658,영업/정상,,부산진구,전포동,전포동 전포소주방,전포동 전포소주방 ,
