,사업장명,업태구분명,소재지전화,소재지전체주소,도로명전체주소,좌표정보(x),좌표정보(y),영업상태명,naver_map_url,구,동,검색어,검색어2
201,덮밥맨,호프/통닭,,부산광역시 부산진구 부암동 680-10,"부산광역시 부산진구 가야대로747번길 64-1, 1층 (부암동)",386961.114440439,186544.827234105,영업/정상,,부산진구,부암동,부암동 덮밥맨,부암동 덮밥맨 
202,혜성,한식,,부산광역시 부산진구 범천동 1302-515,"부산광역시 부산진구 만리산로 6, 1층 (범천동)",387206.103014963,184512.116984186,영업/정상,,부산진구,범천동,범천동 혜성,범천동 혜성 
203,저지맨클럽,기타,,부산광역시 부산진구 전포동 309-3,"부산광역시 부산진구 서전로58번길 34-1, 1층 (전포동)",388175.445141893,186076.775734404,영업/정상,https://pcmap.place.naver.com/restaurant/1913387235/review/visitor#,부산진구,전포동,전포동 저지맨클럽,전포동 저지맨클럽 
204,삼돼지 식당,한식,,부산광역시 부산진구 전포동 235-4,"부산광역시 부산진구 서전로68번길 43, 2층 (전포동)",388305.131839371,186028.642215459,영업/정상,,부산진구,전포동,전포동 삼돼지 식당,전포동 삼돼지 식당 
205,이탈리아를 만나다,경양식,,부산광역시 부산진구 부전동 417-21,"부산광역시 부산진구 가야대로755번길 42, 2층 (부전동)",387101.906579989,186424.414005574,영업/정상,,부산진구,부전동,부전동 이탈리아를 만나다,부전동 이탈리아를 만나다 
206,경남수산,기타,,부산광역시 부산진구 부전동 341-42,"부산광역시 부산진구 부전로174번길 27, 1층 (부전동)",387692.212051871,186715.752108418,영업/정상,https://pcmap.place.naver.com/restaurant/1270270552/review/visitor#,부산진구,부전동,부전동 경남수산,부전동 경남수산 
207,서우밥상,한식,,부산광역시 부산진구 양정동 62-10,"부산광역시 부산진구 양정로 16, 1층 (양정동)",388910.228368241,187898.727610698,영업/정상,,부산진구,양정동,양정동 서우밥상,양정동 서우밥상 
208,아구듬뿍 알곤마니,일식,,부산광역시 부산진구 양정동 361-1,"부산광역시 부산진구 양지로11번길 16, 1층 (양정동)",388551.555118044,187567.403851048,영업/정상,,부산진구,양정동,양정동 아구듬뿍 알곤마니,양정동 아구듬뿍 알곤마니 
209,김사부 푸드,한식,,부산광역시 부산진구 부전동 242-10,"부산광역시 부산진구 서면로68번길 48, 2층 (부전동)",387474.743945353,185907.88145525,영업/정상,,부산진구,부전동,부전동 김사부 푸드,부전동 김사부 푸드 
210,사루각20,경양식,,부산광역시 부산진구 전포동 340-38,"부산광역시 부산진구 서전로68번길 78, 지하1층 (전포동)",388289.532104278,185857.518349156,영업/정상,https://pcmap.place.naver.com/restaurant/1084316409/review/visitor#,부산진구,전포동,전포동 사루각20,전포동 사루각20 
211,미진축산 가야동의대점,식육(숯불구이),,부산광역시 부산진구 가야동 271-39,"부산광역시 부산진구 대학로 16, 1층 (가야동)",385525.477572543,185773.487306429,영업/정상,,부산진구,가야동,가야동 미진축산 가야동의대점,가야동 미진축산 가야동의대점 
212,주식회사 리앤리기획,한식,,부산광역시 부산진구 양정동 445-170 풍천하이츠빌라,"부산광역시 부산진구 양성로89번길 4, 1층 102호 (양정동, 풍천하이츠빌라)",387750.116211524,187949.221392679,영업/정상,,부산진구,양정동,양정동 주식회사 리앤리기획,양정동 주식회사 리앤리기획 
213,서호밀면 연지점,냉면집,,부산광역시 부산진구 연지동 70-15,"부산광역시 부산진구 성지로 28-1, 1층 (연지동)",387152.568345107,187929.70469647,영업/정상,https://pcmap.place.naver.com/restaurant/1246330354/review/visitor#,부산진구,연지동,연지동 서호밀면 연지점,연지동 서호밀면 연지점 
214,OMBU(옴부),기타,,부산광역시 부산진구 전포동 346-13,"부산광역시 부산진구 서전로58번길 118, 2층 (전포동)",388195.326148903,185655.521896815,영업/정상,https://pcmap.place.naver.com/restaurant/1720903388/review/visitor#,부산진구,전포동,전포동 OMBU(옴부),전포동 OMBU(옴부) 
215,패왕푸드,기타,,부산광역시 부산진구 가야동 361-285,"부산광역시 부산진구 엄광로 246, 지하1층 (가야동)",385663.585283507,185588.435196895,영업/정상,,부산진구,가야동,가야동 패왕푸드,가야동 패왕푸드 
216,설램,식육(숯불구이),,부산광역시 부산진구 초읍동 206-69,"부산광역시 부산진구 성지로113번길 35, 1층 (초읍동)",386841.679967974,188527.275864666,영업/정상,,부산진구,초읍동,초읍동 설램,초읍동 설램 
217,샐러드마비에(SALAD MAVIE),기타,,부산광역시 부산진구 전포동 689-42,"부산광역시 부산진구 서전로46번길 85, 1층 (전포동)",388097.249988347,185802.350367851,영업/정상,https://pcmap.place.naver.com/restaurant/1753961418/review/visitor#,부산진구,전포동,전포동 샐러드마비에(SALAD MAVIE),전포동 샐러드마비에(SALAD MAVIE) 
218,모도리,한식,,부산광역시 부산진구 전포동 313-2,"부산광역시 부산진구 서전로68번길 60, 1층 (전포동)",388291.071838854,185954.564568434,영업/정상,https://pcmap.place.naver.com/restaurant/1396377271/review/visitor#,부산진구,전포동,전포동 모도리,전포동 모도리 
219,굴다리 고깃집,횟집,,부산광역시 부산진구 부암동 670-9,"부산광역시 부산진구 신천대로220번길 92, 1층 (부암동)",387146.496545392,186700.138311063,영업/정상,https://pcmap.place.naver.com/restaurant/1576579439/review/visitor#,부산진구,부암동,부암동 굴다리 고깃집,부암동 굴다리 고깃집 
220,프레셔스 클럽,기타,,부산광역시 부산진구 양정동 358-5,"부산광역시 부산진구 진남로 498, 1층 (양정동)",388582.00175569,187434.50395579,영업/정상,,부산진구,양정동,양정동 프레셔스 클럽,양정동 프레셔스 클럽 
221,수영산8193한약방,한식,,부산광역시 부산진구 부전동 225-5,"부산광역시 부산진구 중앙대로680번길 30, 지하1층 (부전동)",387717.053479172,185738.576957577,영업/정상,https://pcmap.place.naver.com/restaurant/1401105728/review/visitor#,부산진구,부전동,부전동 수영산8193한약방,부전동 수영산8193한약방 
222,대성푸드,한식,,부산광역시 부산진구 당감동 571-2,"부산광역시 부산진구 가야대로507번길 229, 1층 (당감동)",385652.706645751,186050.018748957,영업/정상,,부산진구,당감동,당감동 대성푸드,당감동 대성푸드 
223,쑝쑝돈까스&도시락 범내골점,한식,,부산광역시 부산진구 범천동 848-8,"부산광역시 부산진구 범일로 176, 1층 103호 (범천동)",387633.425009133,184888.411367302,영업/정상,,부산진구,범천동,범천동 쑝쑝돈까스&도시락 범내골점,범천동 쑝쑝돈까스&도시락 범내골점 
224,리브샌드박스 에잇포인트,기타,,부산광역시 부산진구 부전동 227-2 삼정타워,"부산광역시 부산진구 중앙대로 672, 삼정타워 16층 (부전동)",387608.014165034,185703.079007724,영업/정상,,부산진구,부전동,부전동 리브샌드박스 에잇포인트,부전동 리브샌드박스 에잇포인트 
225,냉면장인 임사부&숯불고기(당감점),한식,,부산광역시 부산진구 당감동 699-16,"부산광역시 부산진구 당감서로 109, 1층 (당감동)",385295.283028614,187398.746719609,영업/정상,,부산진구,당감동,당감동 냉면장인 임사부&숯불고기(당감점),당감동 냉면장인 임사부&숯불고기(당감점) 
226,가야공원1983원조재첩국,한식,,부산광역시 부산진구 가야동 485-4,"부산광역시 부산진구 가야공원로 62-1, 1층 (가야동)",384910.640500252,185072.471261186,영업/정상,https://pcmap.place.naver.com/restaurant/1209593002/review/visitor#,부산진구,가야동,가야동 가야공원1983원조재첩국,가야동 가야공원1983원조재첩국 
227,프릭스버거X에그2000 부산서면점,경양식,,부산광역시 부산진구 부전동 215-3,"부산광역시 부산진구 중앙대로680번가길 15, 1층 (부전동)",387700.169812192,185830.184826828,영업/정상,,부산진구,부전동,부전동 프릭스버거X에그2000 부산서면점,부전동 프릭스버거X에그2000 부산서면점 
228,모정,기타,,부산광역시 부산진구 부전동 341-71,"부산광역시 부산진구 중앙대로775번길 15, 1층 (부전동)",387740.015766975,186718.88950952,영업/정상,,부산진구,부전동,부전동 모정,부전동 모정 
229,해림아구찜감자탕,한식,,부산광역시 부산진구 연지동 160-6,"부산광역시 부산진구 동평로 219, 1층 (연지동)",386810.861166871,187510.951349408,영업/정상,https://pcmap.place.naver.com/restaurant/1436818708/review/visitor#,부산진구,연지동,연지동 해림아구찜감자탕,연지동 해림아구찜감자탕 
230,매드포갈릭 롯데부산본점,경양식,070-51842811,부산광역시 부산진구 부전동 503-15 롯데백화점부산본점,"부산광역시 부산진구 가야대로 772, 롯데백화점부산본점 9층 (부전동)",387271.299492377,186099.137533193,영업/정상,,부산진구,부전동,부전동 매드포갈릭 롯데부산본점,부전동 매드포갈릭 롯데부산본점 070-51842811
231,꼬꼬텐더,한식,,부산광역시 부산진구 전포동 194-7 동양팰리스,"부산광역시 부산진구 전포대로246번길 6, 1층 104호 (전포동, 동양팰리스)",388159.878169245,186311.88947931,영업/정상,https://pcmap.place.naver.com/restaurant/1626226272/review/visitor#,부산진구,전포동,전포동 꼬꼬텐더,전포동 꼬꼬텐더 
232,나의 피는 라멘으로 되어있어,일식,,부산광역시 부산진구 전포동 357-58,"부산광역시 부산진구 동성로 23-2, 1층 (전포동)",388397.263853603,185670.001723175,영업/정상,https://pcmap.place.naver.com/restaurant/1030447199/review/visitor#,부산진구,전포동,전포동 나의 피는 라멘으로 되어있어,전포동 나의 피는 라멘으로 되어있어 
233,ㅁㅁㄷ(머물던),한식,,부산광역시 부산진구 전포동 309-34,"부산광역시 부산진구 서전로58번길 38, 지하1층 (전포동)",388185.315839996,186064.391376012,영업/정상,,부산진구,전포동,전포동 ㅁㅁㄷ(머물던),전포동 ㅁㅁㄷ(머물던) 
234,세번째,한식,,부산광역시 부산진구 전포동 235-4,"부산광역시 부산진구 서전로68번길 43, 1층 (전포동)",388305.131839371,186028.642215459,영업/정상,,부산진구,전포동,전포동 세번째,전포동 세번째 
235,동가네,한식,,부산광역시 부산진구 가야동 634-1 진일아파트,"부산광역시 부산진구 냉정로253번길 13, 110호 (가야동, 진일아파트)",384690.911197116,185474.713485332,영업/정상,,부산진구,가야동,가야동 동가네,가야동 동가네 
236,구구식탁,분식,,부산광역시 부산진구 전포동 354-20번지,"부산광역시 부산진구 전포대로186번길 38, 1층 (전포동)",388344.611300175,185720.692108454,영업/정상,https://pcmap.place.naver.com/restaurant/1098538194/review/visitor#,부산진구,전포동,전포동 구구식탁,전포동 구구식탁 
237,네모토스트,분식,,부산광역시 부산진구 개금동 57번지 우성아파트(상가동),"부산광역시 부산진구 백양대로208번길 38-9, 우성아파트(상가동) 1층 4호 (개금동)",384741.016804634,186563.406585561,영업/정상,https://pcmap.place.naver.com/restaurant/1651828670/review/visitor#,부산진구,개금동,개금동 네모토스트,개금동 네모토스트 
238,지성이해물찜,한식,,부산광역시 부산진구 가야동 617-19,"부산광역시 부산진구 냉정로253번길 16, 1층 (가야동)",384737.032825282,185457.827724371,영업/정상,https://pcmap.place.naver.com/restaurant/1006681545/review/visitor#,부산진구,가야동,가야동 지성이해물찜,가야동 지성이해물찜 
239,아레스,기타,,부산광역시 부산진구 부전동 521-10 (주)진흥빌딩,"부산광역시 부산진구 서면로 37, 8층 (부전동)",387416.969690129,185809.38681276,영업/정상,,부산진구,부전동,부전동 아레스,부전동 아레스 
240,입이편안,기타,,부산광역시 부산진구 전포동 146-4번지,"부산광역시 부산진구 동성로112번길 132, 1층 (전포동)",388223.665675963,187117.580230469,영업/정상,,부산진구,전포동,전포동 입이편안,전포동 입이편안 
241,풍천장어,한식,,부산광역시 부산진구 부전동 254-14,"부산광역시 부산진구 서면로68번길 47, 1,2층 (부전동)",387504.939455353,185903.370736184,영업/정상,https://pcmap.place.naver.com/restaurant/1264066852/review/visitor#,부산진구,부전동,부전동 풍천장어,부전동 풍천장어 
242,쿠만,일식,,부산광역시 부산진구 부전동 168-41번지,"부산광역시 부산진구 서전로10번길 17, 1층 (부전동)",387682.634368182,186142.9175552,영업/정상,https://pcmap.place.naver.com/restaurant/1990638758/review/visitor#,부산진구,부전동,부전동 쿠만,부전동 쿠만 
243,피케이에프앤비,한식,051-710-5910,부산광역시 부산진구 전포동 558,"부산광역시 부산진구 전포대로300번길 35, 1층 101호 (전포동)",388203.347604032,187075.673588436,영업/정상,,부산진구,전포동,전포동 피케이에프앤비,전포동 피케이에프앤비 051-710-5910
244,뚝바리 무뼈 해장국,한식,051-866-2347,부산광역시 부산진구 양정동 275-1,"부산광역시 부산진구 동평로405번길 78, 1층 (양정동)",388671.855194972,188344.361946052,영업/정상,https://pcmap.place.naver.com/restaurant/1001217364/review/visitor#,부산진구,양정동,양정동 뚝바리 무뼈 해장국,양정동 뚝바리 무뼈 해장국 051-866-2347
245,몽페슈커피부산시민공원점,기타,051-805-5111,부산광역시 부산진구 연지동 7-3번지 부경빌딩,"부산광역시 부산진구 성지로 54, 부경빌딩 1층 (연지동)",387131.747038663,188182.302111505,영업/정상,,부산진구,연지동,연지동 몽페슈커피부산시민공원점,연지동 몽페슈커피부산시민공원점 051-805-5111
246,아! 대한민국 돼지국밥,한식,,부산광역시 부산진구 양정동 331-7,"부산광역시 부산진구 연수로11번길 7, 1층 (양정동)",388752.209786073,188043.926626985,영업/정상,https://pcmap.place.naver.com/restaurant/1276662028/review/visitor#,부산진구,양정동,양정동 아! 대한민국 돼지국밥,양정동 아! 대한민국 돼지국밥 
247,토스트프릭,분식,,부산광역시 부산진구 가야동 378-12,"부산광역시 부산진구 가야대로 602, 1층 (가야동)",385600.069821593,185844.798903222,영업/정상,https://pcmap.place.naver.com/restaurant/1751484449/review/visitor#,부산진구,가야동,가야동 토스트프릭,가야동 토스트프릭 
248,투고샐러드,기타,051-5203777,부산광역시 부산진구 부전동 227-2번지 삼정타워,"부산광역시 부산진구 중앙대로 672, 삼정타워 5층 509호 (부전동)",387608.014165034,185703.079007724,영업/정상,https://pcmap.place.naver.com/restaurant/1740398288/review/visitor#,부산진구,부전동,부전동 투고샐러드,부전동 투고샐러드 051-5203777
249,놀탐,한식,051-8074565,부산광역시 부산진구 전포동 889-9번지 유성넥스빌 101호,"부산광역시 부산진구 동천로 16, 1층 101호 (전포동, 유성넥스빌)",387918.516290458,185394.771238902,영업/정상,https://pcmap.place.naver.com/restaurant/1316233550/review/visitor#,부산진구,전포동,전포동 놀탐,전포동 놀탐 051-8074565
250,가마치서면1번가점,호프/통닭,051-805-8292,부산광역시 부산진구 부전동 233-3번지,"부산광역시 부산진구 서면로 30, 1층 (부전동)",387466.806554077,185737.441184457,영업/정상,,부산진구,부전동,부전동 가마치서면1번가점,부전동 가마치서면1번가점 051-805-8292
251,피자드시우 서면점,경양식,051-8035292,부산광역시 부산진구 전포동 300-28,"부산광역시 부산진구 동성로71번길 38, 2층 (전포동)",388201.575586811,186155.027225198,영업/정상,,부산진구,전포동,전포동 피자드시우 서면점,전포동 피자드시우 서면점 051-8035292
252,골목보리밥,한식,,부산광역시 부산진구 당감동 292-47번지,"부산광역시 부산진구 동평로100번길 47-3, 1층 (당감동)",385943.948813359,186958.485915745,영업/정상,,부산진구,당감동,당감동 골목보리밥,당감동 골목보리밥 
253,머글(muggle),한식,,부산광역시 부산진구 전포동 229-9,"부산광역시 부산진구 전포대로210번길 35, 1층 (전포동)",388320.485154712,185996.084007449,영업/정상,https://pcmap.place.naver.com/restaurant/1749221985/review/visitor#,부산진구,전포동,전포동 머글(muggle),전포동 머글(muggle) 
254,갓튀긴후라이드 부산,호프/통닭,051-852-5557,부산광역시 부산진구 양정동 360-4,"부산광역시 부산진구 양지로17번길 4, 1층 (양정동)",388542.081209477,187482.701922992,영업/정상,https://pcmap.place.naver.com/restaurant/1181845601/review/visitor#,부산진구,양정동,양정동 갓튀긴후라이드 부산,양정동 갓튀긴후라이드 부산 051-852-5557
255,디케이분식(DK분식),분식,,부산광역시 부산진구 부전동 254-17번지,"부산광역시 부산진구 서면로68번길 51, 1층 (부전동)",387508.12162312,185891.950037334,영업/정상,https://pcmap.place.naver.com/restaurant/1961136737/review/visitor#,부산진구,부전동,부전동 디케이분식(DK분식),부전동 디케이분식(DK분식) 
256,단술,호프/통닭,,부산광역시 부산진구 부전동 158-8,"부산광역시 부산진구 서전로10번길 34, 지하1층 (부전동)",387604.372796263,186093.764357987,영업/정상,https://pcmap.place.naver.com/restaurant/1233907649/review/visitor#,부산진구,부전동,부전동 단술,부전동 단술 
257,원대한포차,호프/통닭,,부산광역시 부산진구 부전동 183-1 쥬디스태화신관,"부산광역시 부산진구 서전로10번길 61, 쥬디스태화신관 2층 203호 (부전동)",387700.368139369,185954.871302846,영업/정상,,부산진구,부전동,부전동 원대한포차,부전동 원대한포차 
258,이카이(2-KAI),기타,,부산광역시 부산진구 전포동 309-1,"부산광역시 부산진구 서전로58번길 32, 2층 (전포동)",388184.652472736,186091.049589682,영업/정상,https://pcmap.place.naver.com/restaurant/1589189156/review/visitor#,부산진구,전포동,전포동 이카이(2-KAI),전포동 이카이(2-KAI) 
259,프릭,경양식,,부산광역시 부산진구 전포동 680-3번지,"부산광역시 부산진구 서전로38번길 35, 1층 (전포동)",388002.330207,186049.252779041,영업/정상,https://pcmap.place.naver.com/restaurant/1235424938/review/visitor#,부산진구,전포동,전포동 프릭,전포동 프릭 
260,진지한음식,한식,,부산광역시 부산진구 전포동 330-1034,"부산광역시 부산진구 진남로 308, 지하층 103호 (전포동)",388790.906661056,185697.710573691,영업/정상,,부산진구,전포동,전포동 진지한음식,전포동 진지한음식 
261,추추돈까스,경양식,,부산광역시 부산진구 개금동 1-12번지 동원화인패밀리타운,"부산광역시 부산진구 백양관문로77번길 51, 동원화인패밀리타운 106동 115호 (개금동)",384760.050983195,186820.5021645,영업/정상,https://pcmap.place.naver.com/restaurant/1603297767/review/visitor#,부산진구,개금동,개금동 추추돈까스,개금동 추추돈까스 
262,비스트로강,경양식,,부산광역시 부산진구 연지동 177-30,"부산광역시 부산진구 동평로223번길 42, 1층 (연지동)",386716.752554083,187654.272054374,영업/정상,https://pcmap.place.naver.com/restaurant/1403797280/review/visitor#,부산진구,연지동,연지동 비스트로강,연지동 비스트로강 
263,JUMP(점프) 당감점,분식,051-897-7473,부산광역시 부산진구 당감동 649-25,"부산광역시 부산진구 당감서로 121, 1층 (당감동)",385181.981941075,187431.483930081,영업/정상,https://pcmap.place.naver.com/restaurant/1163858786/review/visitor#,부산진구,당감동,당감동 JUMP(점프) 당감점,당감동 JUMP(점프) 당감점 051-897-7473
264,밥풀릭스 서면점,한식,,부산광역시 부산진구 부전동 502-15,"부산광역시 부산진구 서면로 65-4, 지하1층 (부전동)",387409.799415388,186098.418548249,영업/정상,https://pcmap.place.naver.com/restaurant/1752358911/review/visitor#,부산진구,부전동,부전동 밥풀릭스 서면점,부전동 밥풀릭스 서면점 
265,전포길섶,기타,,부산광역시 부산진구 전포동 306-18번지,"부산광역시 부산진구 서전로58번길 33, 1층 일부호 (전포동)",388205.027732882,186073.230656453,영업/정상,https://pcmap.place.naver.com/restaurant/1601350700/review/visitor#,부산진구,전포동,전포동 전포길섶,전포동 전포길섶 
266,청춘키친 부산진구점,호프/통닭,051714-1242,부산광역시 부산진구 가야동 454-62,"부산광역시 부산진구 가야대로552번길 115, 2층 (가야동)",385278.49289837,185197.865095071,영업/정상,,부산진구,가야동,가야동 청춘키친 부산진구점,가야동 청춘키친 부산진구점 051714-1242
267,아덴블랑제리 개금점,기타,,부산광역시 부산진구 가야동 655-3,"부산광역시 부산진구 냉정로 237, 2층 (가야동)",384530.250613634,185427.312427991,영업/정상,,부산진구,가야동,가야동 아덴블랑제리 개금점,가야동 아덴블랑제리 개금점 
268,장용산곰장어,한식,,부산광역시 부산진구 가야동 645-27번지,"부산광역시 부산진구 냉정로 254, 1층 (가야동)",384686.185636527,185391.132534953,영업/정상,https://pcmap.place.naver.com/restaurant/1852605705/review/visitor#,부산진구,가야동,가야동 장용산곰장어,가야동 장용산곰장어 
269,이가네골목포차,기타,,부산광역시 부산진구 초읍동 271-6번지 성곡아파트,"부산광역시 부산진구 새싹로 207-6, 1층 (초읍동, 성곡아파트)",386533.591131652,188097.175422349,영업/정상,https://pcmap.place.naver.com/restaurant/1720125108/review/visitor#,부산진구,초읍동,초읍동 이가네골목포차,초읍동 이가네골목포차 
270,유가솜씨,한식,,부산광역시 부산진구 부전동 190-1번지,"부산광역시 부산진구 서전로10번길 69, 1층 101(일부)호 (부전동)",387642.047151482,185901.54959248,영업/정상,,부산진구,부전동,부전동 유가솜씨,부전동 유가솜씨 
271,진지한국밥,한식,,부산광역시 부산진구 가야동 459-31,"부산광역시 부산진구 엄광로 165, 1층 (가야동)",385171.514071223,185112.655407587,영업/정상,https://pcmap.place.naver.com/restaurant/1810061347/review/visitor#,부산진구,가야동,가야동 진지한국밥,가야동 진지한국밥 
272,평창보리부페,한식,,부산광역시 부산진구 부전동 351-15,"부산광역시 부산진구 부전로152번길 37, 1층 (부전동)",387470.585266871,186539.870504411,영업/정상,,부산진구,부전동,부전동 평창보리부페,부전동 평창보리부페 
273,청화반점,중국식,,부산광역시 부산진구 당감동 436-14번지,"부산광역시 부산진구 당감로25번길 29-1, 1층 (당감동)",385607.590878535,186913.442171632,영업/정상,https://pcmap.place.naver.com/restaurant/1033337174/review/visitor#,부산진구,당감동,당감동 청화반점,당감동 청화반점 
274,하동식당,한식,,부산광역시 부산진구 범천동 839-42번지,"부산광역시 부산진구 자유평화로 17, 1층 (범천동)",387829.164455802,184442.667108134,영업/정상,,부산진구,범천동,범천동 하동식당,범천동 하동식당 
275,상상닭발,기타,,부산광역시 부산진구 범천동 1278-16번지,"부산광역시 부산진구 신암로 53, 1층 (범천동)",387227.190120267,184993.64699023,영업/정상,,부산진구,범천동,범천동 상상닭발,범천동 상상닭발 
276,프리덤버거,기타,,부산광역시 부산진구 전포동 690-2 현대오토사(대흥기계),"부산광역시 부산진구 서전로46번길 80, 현대오토사(대흥기계) 1층 (전포동)",388071.63502405,185836.875840938,영업/정상,,부산진구,전포동,전포동 프리덤버거,전포동 프리덤버거 
277,제일밀냉면,분식,,부산광역시 부산진구 당감동 241-19번지,"부산광역시 부산진구 백양대로68번길 30, 1층 (당감동)",385968.08118832,186828.554299104,영업/정상,https://pcmap.place.naver.com/restaurant/1827306183/review/visitor#,부산진구,당감동,당감동 제일밀냉면,당감동 제일밀냉면 
278,삼시네끼 본점,한식,,부산광역시 부산진구 부전동 225-5,"부산광역시 부산진구 중앙대로680번길 30, 1층 (부전동)",387717.053479172,185738.576957577,영업/정상,https://pcmap.place.naver.com/restaurant/1313170833/review/visitor#,부산진구,부전동,부전동 삼시네끼 본점,부전동 삼시네끼 본점 
279,아덴블랑제리 개금점,기타,,부산광역시 부산진구 가야동 655-3,"부산광역시 부산진구 냉정로 237, 1층 (가야동)",384530.250613634,185427.312427991,영업/정상,,부산진구,가야동,가야동 아덴블랑제리 개금점,가야동 아덴블랑제리 개금점 
280,카렌부산서면점,분식,,부산광역시 부산진구 부전동 503-15번지,"부산광역시 부산진구 가야대로 772, 지하1층 (부전동)",387271.299492377,186099.137533193,영업/정상,https://pcmap.place.naver.com/restaurant/1759776233/review/visitor#,부산진구,부전동,부전동 카렌부산서면점,부전동 카렌부산서면점 
281,뼈대짬뽕,중국식,051-818-5588,부산광역시 부산진구 전포동 667-18,"부산광역시 부산진구 동천로 104, 1층 (전포동)",387863.230101824,186272.943044585,영업/정상,https://pcmap.place.naver.com/restaurant/1609907771/review/visitor#,부산진구,전포동,전포동 뼈대짬뽕,전포동 뼈대짬뽕 051-818-5588
282,명동찌개마을,한식,,부산광역시 부산진구 양정동 353-33번지,"부산광역시 부산진구 양지로5번길 23, 1~2층 (양정동)",388526.591497432,187684.298793047,영업/정상,,부산진구,양정동,양정동 명동찌개마을,양정동 명동찌개마을 
283,용호동낙지 롯데부산점,한식,,부산광역시 부산진구 부전동 503-15,"부산광역시 부산진구 가야대로 772, 롯데백화점부산본점 지하1층 (부전동)",387271.299492377,186099.137533193,영업/정상,,부산진구,부전동,부전동 용호동낙지 롯데부산점,부전동 용호동낙지 롯데부산점 
284,영심이,분식,,부산광역시 부산진구 개금동 177-373번지,"부산광역시 부산진구 복지로13번길 47, 1층 (개금동)",384269.28941185,185532.071742517,영업/정상,,부산진구,개금동,개금동 영심이,개금동 영심이 
285,심야식당,기타,,부산광역시 부산진구 부전동 240-15번지,"부산광역시 부산진구 신천대로62번길 71, 1층 (부전동)",387486.076981698,185804.222907936,영업/정상,,부산진구,부전동,부전동 심야식당,부전동 심야식당 
286,우다온,기타,,부산광역시 부산진구 부전동 515-57,"부산광역시 부산진구 부전로 54, 1층 (부전동)",387216.422706796,185906.960015028,영업/정상,https://pcmap.place.naver.com/restaurant/1384585614/review/visitor#,부산진구,부전동,부전동 우다온,부전동 우다온 
287,맛나네,분식,,부산광역시 부산진구 가야동 427-3,"부산광역시 부산진구 대학로 63-1, 1층 (가야동)",385347.461329981,185334.193485323,영업/정상,https://pcmap.place.naver.com/restaurant/1520506745/review/visitor#,부산진구,가야동,가야동 맛나네,가야동 맛나네 
288,강가네손만두,분식,,부산광역시 부산진구 부암동 304-1번지 마제스타워 서면 102호,"부산광역시 부산진구 동평로 197, 1층 102호 (부암동, 마제스타워 서면)",386668.359286683,187377.490521828,영업/정상,,부산진구,부암동,부암동 강가네손만두,부암동 강가네손만두 
289,참좋은뷔페,한식,,부산광역시 부산진구 전포동 897 전포LH아파트,"부산광역시 부산진구 중앙대로 862, 상가동 지하1층 105호 (전포동, 전포LH아파트)",388330.552125342,187245.877827153,영업/정상,,부산진구,전포동,전포동 참좋은뷔페,전포동 참좋은뷔페 
290,코알라코,한식,,부산광역시 부산진구 부전동 168-82,"부산광역시 부산진구 중앙대로680번가길 55, 1층 (부전동)",387698.614401487,186034.974066947,영업/정상,https://pcmap.place.naver.com/restaurant/1661775302/review/visitor#,부산진구,부전동,부전동 코알라코,부전동 코알라코 
291,근원원푸드,한식,,부산광역시 부산진구 양정동 342-41,"부산광역시 부산진구 진남로 531-1, 1층 (양정동)",388732.635984579,187741.605477397,영업/정상,,부산진구,양정동,양정동 근원원푸드,양정동 근원원푸드 
292,자담치킨,호프/통닭,,부산광역시 부산진구 범전동 450 삼한골든뷰 센트럴파크,"부산광역시 부산진구 중앙대로 821, 201동 지하2층 B201,B202호 (범전동, 삼한골든뷰 센트럴파크)",387939.473018603,187062.522735753,영업/정상,,부산진구,범전동,범전동 자담치킨,범전동 자담치킨 
293,노이(NOI),경양식,,부산광역시 부산진구 전포동 229-13,"부산광역시 부산진구 서전로68번길 51, 2층 (전포동)",388304.838613275,185995.952128519,영업/정상,https://pcmap.place.naver.com/restaurant/1660009772/review/visitor#,부산진구,전포동,전포동 노이(NOI),전포동 노이(NOI) 
294,동근이숯불두마리치킨개금점,호프/통닭,051-893-2233,부산광역시 부산진구 개금동 615-11,"부산광역시 부산진구 엄광로 21, 1층 (개금동)",383869.814905091,185105.772302165,영업/정상,,부산진구,개금동,개금동 동근이숯불두마리치킨개금점,개금동 동근이숯불두마리치킨개금점 051-893-2233
295,모노모노몬,일식,,부산광역시 부산진구 전포동 504-93,"부산광역시 부산진구 황령대로98번길 53, 1층 (전포동)",388394.919650985,185241.764344392,영업/정상,https://pcmap.place.naver.com/restaurant/1710339491/review/visitor#,부산진구,전포동,전포동 모노모노몬,전포동 모노모노몬 
296,당감뒷고기,식육(숯불구이),,부산광역시 부산진구 당감동 1011,"부산광역시 부산진구 신천대로183번길 49, 1층 (당감동)",386546.403590642,186159.268584249,영업/정상,,부산진구,당감동,당감동 당감뒷고기,당감동 당감뒷고기 
297,두리네,한식,,부산광역시 부산진구 초읍동 327-3번지,"부산광역시 부산진구 성지곡로 53, 1,2층 (초읍동)",386522.684015572,189466.953410376,영업/정상,https://pcmap.place.naver.com/restaurant/1922684619/review/visitor#,부산진구,초읍동,초읍동 두리네,초읍동 두리네 
