,사업장명,업태구분명,소재지전화,소재지전체주소,도로명전체주소,좌표정보(x),좌표정보(y),영업상태명,naver_map_url,구,동,검색어,검색어2
201,봉구비어서면롯데점,기타,051-747-4424,부산광역시 부산진구 부전동 516-60번지 지상1층,"부산광역시 부산진구 부전로66번길 24-3, 지상1층 (부전동)",387282.528495953,185995.302282271,영업/정상,,부산진구,부전동,부전동 봉구비어서면롯데점,부전동 봉구비어서면롯데점 051-747-4424
202,애플김밥,분식,051-897-9777,부산광역시 부산진구 개금동 618-11번지 (1층),"부산광역시 부산진구 엄광로 34, 1층 (개금동)",383991.273265805,185079.766243097,영업/정상,,부산진구,개금동,개금동 애플김밥,개금동 애플김밥 051-897-9777
203,비어더파크,호프/통닭,,부산광역시 부산진구 초읍동 292-19,"부산광역시 부산진구 새싹로 287, 2,3층 (초읍동)",386379.052759587,188859.736882814,영업/정상,,부산진구,초읍동,초읍동 비어더파크,초읍동 비어더파크 
204,동래추어탕,한식,051-8161454,부산광역시 부산진구 부전동 256-6번지,"부산광역시 부산진구 서면로 56, 1층 카36-1,36-2,37호 (부전동, 서면시장)",387468.48013598,185990.346086723,영업/정상,,부산진구,부전동,부전동 동래추어탕,부전동 동래추어탕 051-8161454
205,서면깔롱생태탕,한식,,부산광역시 부산진구 부전동 256-6번지,"부산광역시 부산진구 서면로 56, 1층 카14,15-1호 (부전동, 서면시장)",387468.48013598,185990.346086723,영업/정상,,부산진구,부전동,부전동 서면깔롱생태탕,부전동 서면깔롱생태탕 
206,가마치통닭 양정점,호프/통닭,,부산광역시 부산진구 양정동 397-1번지,"부산광역시 부산진구 거제대로48번길 20, 1동 1층 105호 (양정동, 퀸즈팰리스)",388382.74324018,187887.636637834,영업/정상,,부산진구,양정동,양정동 가마치통닭 양정점,양정동 가마치통닭 양정점 
207,파머양,한식,,부산광역시 부산진구 개금동 177-105,"부산광역시 부산진구 복지로13번길 38, 1층 (개금동)",384220.469441328,185510.959634402,영업/정상,,부산진구,개금동,개금동 파머양,개금동 파머양 
208,티파니돈까스,경양식,051-8053386,부산광역시 부산진구 부전동 256-6번지,"부산광역시 부산진구 서면로 56, 1층 차26,27호 (부전동, 서면시장)",387468.48013598,185990.346086723,영업/정상,,부산진구,부전동,부전동 티파니돈까스,부전동 티파니돈까스 051-8053386
209,부용당,경양식,051-8535480,부산광역시 부산진구 양정동 157-5번지,"부산광역시 부산진구 중앙대로989번길 32, 1층 (양정동)",388805.800561429,188545.369138104,영업/정상,,부산진구,양정동,양정동 부용당,양정동 부용당 051-8535480
210,달빛숲,경양식,,부산광역시 부산진구 당감동 569-35 1층,"부산광역시 부산진구 가야대로679번길 140-3, 1층 (당감동)",385728.755939855,186030.847778189,영업/정상,,부산진구,당감동,당감동 달빛숲,당감동 달빛숲 
211,Lovelypinkcake(러블리핑크케이크),기타,,부산광역시 부산진구 전포동 671-4,"부산광역시 부산진구 전포대로223번길 14-2, 1층 106호 (전포동)",388042.754931335,186133.170463668,영업/정상,,부산진구,전포동,전포동 Lovelypinkcake(러블리핑크케이크),전포동 Lovelypinkcake(러블리핑크케이크) 
212,맛나우,한식,,부산광역시 부산진구 양정동 364-19번지,"부산광역시 부산진구 양지로14번길 10, 1층 (양정동)",388473.461981092,187506.717680638,영업/정상,,부산진구,양정동,양정동 맛나우,양정동 맛나우 
213,부전바이브,기타,,부산광역시 부산진구 부전동 168-136,"부산광역시 부산진구 서전로10번길 31-7, 2층 (부전동)",387658.192523569,186068.466624152,영업/정상,,부산진구,부전동,부전동 부전바이브,부전동 부전바이브 
214,스시투어,일식,,부산광역시 부산진구 초읍동 275-15번지 1층,"부산광역시 부산진구 새싹로 250, 1층 (초읍동)",386503.549880814,188517.563260659,영업/정상,,부산진구,초읍동,초읍동 스시투어,초읍동 스시투어 
215,소담식당,한식,,부산광역시 부산진구 개금동 177-36번지,"부산광역시 부산진구 복지로13번길 60-3, 1층 (개금동)",384342.127277091,185507.996435384,영업/정상,,부산진구,개금동,개금동 소담식당,개금동 소담식당 
216,닭발싸롱양정점,식육(숯불구이),,부산광역시 부산진구 양정동 397-1번지,"부산광역시 부산진구 거제대로48번길 20, 1동 1층 102호 (양정동, 퀸즈팰리스)",388382.74324018,187887.636637834,영업/정상,,부산진구,양정동,양정동 닭발싸롱양정점,양정동 닭발싸롱양정점 
217,훌드,경양식,,부산광역시 부산진구 전포동 664-5번지,"부산광역시 부산진구 서전로47번길 25, 1층 (전포동)",388034.22643687,186366.689811088,영업/정상,,부산진구,전포동,전포동 훌드,전포동 훌드 
218,육감만족양정시청점,횟집,,부산광역시 부산진구 양정동 397-1번지,"부산광역시 부산진구 거제대로48번길 20, 1층 103호 (양정동, 퀸즈팰리스)",388382.74324018,187887.636637834,영업/정상,,부산진구,양정동,양정동 육감만족양정시청점,양정동 육감만족양정시청점 
219,토끼정,일식,,부산광역시 부산진구 부전동 503-15,"부산광역시 부산진구 가야대로 772, 지하1층 (부전동, 롯데백화점부산본점)",387271.299492377,186099.137533193,영업/정상,,부산진구,부전동,부전동 토끼정,부전동 토끼정 
220,바오하우스,한식,,부산광역시 부산진구 전포동 685-3번지,"부산광역시 부산진구 서전로38번길 62-9, 2층 (전포동)",387944.04094956,185917.820763431,영업/정상,,부산진구,전포동,전포동 바오하우스,전포동 바오하우스 
221,쟈니스시,일식,051-8065466,부산광역시 부산진구 전포동 685-3,"부산광역시 부산진구 서전로38번길 62-9, 1층 (전포동)",387944.04094956,185917.820763431,영업/정상,,부산진구,전포동,전포동 쟈니스시,전포동 쟈니스시 051-8065466
222,민생치킨양정점,한식,,부산광역시 부산진구 양정동 275-1,"부산광역시 부산진구 동평로405번길 78, 1층 105호 (양정동)",388671.855194972,188344.361946052,영업/정상,,부산진구,양정동,양정동 민생치킨양정점,양정동 민생치킨양정점 
223,남해장어,식육(숯불구이),051-804-9200,부산광역시 부산진구 부전동 405-18번지,"부산광역시 부산진구 부전로 125, 1층 (부전동)",387193.115216128,186595.182756649,영업/정상,,부산진구,부전동,부전동 남해장어,부전동 남해장어 051-804-9200
224,구쯔구쯔,일식,,부산광역시 부산진구 부전동 168-136,"부산광역시 부산진구 서전로10번길 31-7, 1층 (부전동)",387658.192523569,186068.466624152,영업/정상,,부산진구,부전동,부전동 구쯔구쯔,부전동 구쯔구쯔 
225,댕강,기타,,부산광역시 부산진구 부전동 168-136번지,"부산광역시 부산진구 서전로10번길 31-7, 지상1층 (부전동)",387658.192523569,186068.466624152,영업/정상,,부산진구,부전동,부전동 댕강,부전동 댕강 
226,타카라,일식,,부산광역시 부산진구 부전동 241-20번지,"부산광역시 부산진구 중앙대로 679-6, 지하1층 (부전동)",387528.455123631,185757.063678058,영업/정상,,부산진구,부전동,부전동 타카라,부전동 타카라 
227,머슴푸드,한식,051-8919980,부산광역시 부산진구 개금동 196번지,"부산광역시 부산진구 개금온정로 9, 지하1층 (개금동, 석천오피스텔)",384426.927922008,185758.105995342,영업/정상,,부산진구,개금동,개금동 머슴푸드,개금동 머슴푸드 051-8919980
228,오크,경양식,,부산광역시 부산진구 범천동 871-5,"부산광역시 부산진구 신천대로71번길 43, 1층 (범천동)",387450.616718368,185086.875521752,영업/정상,,부산진구,범천동,범천동 오크,범천동 오크 
229,텔리카토호프,호프/통닭,,부산광역시 부산진구 개금동 549-8번지,"부산광역시 부산진구 냉정로 230, 1층 (개금동)",384446.730630568,185392.008273045,영업/정상,,부산진구,개금동,개금동 텔리카토호프,개금동 텔리카토호프 
230,동전집서면점,한식,051-9782100,부산광역시 부산진구 부전동 168-6번지,"부산광역시 부산진구 중앙대로680번가길 81, 1층 (부전동)",387726.53964801,186156.620127391,영업/정상,,부산진구,부전동,부전동 동전집서면점,부전동 동전집서면점 051-9782100
231,버거샵,기타,,부산광역시 부산진구 전포동 662-6 창원빌딩,"부산광역시 부산진구 동천로108번길 11, 지상1층 (전포동)",387920.212691575,186317.357541643,영업/정상,,부산진구,전포동,전포동 버거샵,전포동 버거샵 
232,골목길,중국식,051-9959644,부산광역시 부산진구 부암동 506-9,"부산광역시 부산진구 당감서로 94, 지상2층 (부암동)",385451.08837363,187397.340976632,영업/정상,,부산진구,부암동,부암동 골목길,부암동 골목길 051-9959644
233,피자비토랩,기타,,부산광역시 부산진구 개금동 523-64번지,"부산광역시 부산진구 복지로 22, 1층 (개금동)",384004.423446228,185419.469285786,영업/정상,,부산진구,개금동,개금동 피자비토랩,개금동 피자비토랩 
234,일공일일공이(101102),경양식,051-804-0726,부산광역시 부산진구 부암동 725,"부산광역시 부산진구 백양산로 77, 1층 (부암동, 당감뜨란채아파트분산상가동)",384844.062263577,188042.940722543,영업/정상,,부산진구,부암동,부암동 일공일일공이(101102),부암동 일공일일공이(101102) 051-804-0726
235,짬뽕집달팽이,식육(숯불구이),051-9899292,부산광역시 부산진구 부전동 97-4,"부산광역시 부산진구 중앙대로756번길 9, 1층 (부전동)",387754.858469341,186442.228301574,영업/정상,,부산진구,부전동,부전동 짬뽕집달팽이,부전동 짬뽕집달팽이 051-9899292
236,아임타이,한식,051-8071875,부산광역시 부산진구 전포동 686-3번지,"부산광역시 부산진구 전포대로199번길 12, 지상1층 (전포동)",388047.674674054,185896.313518949,영업/정상,,부산진구,전포동,전포동 아임타이,전포동 아임타이 051-8071875
237,무의식,식육(숯불구이),,부산광역시 부산진구 부전동 168-389,"부산광역시 부산진구 중앙대로680번가길 80-19, B동 1층 (부전동)",387806.373100186,186144.940518616,영업/정상,,부산진구,부전동,부전동 무의식,부전동 무의식 
238,처갓집양념치킨,통닭(치킨),051-804-9280,부산광역시 부산진구 전포동 33-9번지,"부산광역시 부산진구 전포대로 294, 2동 1층 101호 (전포동, 한신상가)",388306.464491104,186830.288315552,영업/정상,,부산진구,전포동,전포동 처갓집양념치킨,전포동 처갓집양념치킨 051-804-9280
239,고향보리밥,한식,,부산광역시 부산진구 양정동 510-13번지,"부산광역시 부산진구 동평로 327-1, 1층 (양정동)",387695.570241208,188073.146545214,영업/정상,,부산진구,양정동,양정동 고향보리밥,양정동 고향보리밥 
240,차이봉,중국식,051-912-6249,부산광역시 부산진구 부전동 256-6번지,부산광역시 부산진구 서면로 56 (부전동),387468.48013598,185990.346086723,영업/정상,,부산진구,부전동,부전동 차이봉,부전동 차이봉 051-912-6249
241,수호프,호프/통닭,,부산광역시 부산진구 당감동 282-46 (지하1층),"부산광역시 부산진구 동평로 92, 지하1층 (당감동)",385757.977817465,187030.669221917,영업/정상,,부산진구,당감동,당감동 수호프,당감동 수호프 
242,청주맛집,한식,051-892-5386,부산광역시 부산진구 개금동 171-72번지 (1층),"부산광역시 부산진구 복지로13번길 73-10 (개금동,(1층))",384411.904062361,185573.610602371,영업/정상,,부산진구,개금동,개금동 청주맛집,개금동 청주맛집 051-892-5386
243,바다를품은회포차,횟집,051-861-3007,부산광역시 부산진구 양정동 350-12번지,"부산광역시 부산진구 중앙대로928번길 20, 1층 (양정동)",388684.724079938,187840.210747538,영업/정상,,부산진구,양정동,양정동 바다를품은회포차,양정동 바다를품은회포차 051-861-3007
244,어우랑,한식,051-637-6370,부산광역시 부산진구 범천동 840-10 1층,"부산광역시 부산진구 범일로142번길 42, 1층 (범천동)",387817.913638257,184550.19501536,영업/정상,,부산진구,범천동,범천동 어우랑,범천동 어우랑 051-637-6370
245,반주당,기타,,부산광역시 부산진구 전포동 375-7,"부산광역시 부산진구 황령대로64번길 36, 1층 (전포동)",388318.354987477,185165.866013556,영업/정상,,부산진구,전포동,전포동 반주당,전포동 반주당 
246,비밀,한식,,부산광역시 부산진구 부전동 168-161번지,"부산광역시 부산진구 중앙대로702번길 27-9, 1층 (부전동)",387677.787071795,186008.260081664,영업/정상,,부산진구,부전동,부전동 비밀,부전동 비밀 
247,60계 초읍연지점,통닭(치킨),051-806-6066,부산광역시 부산진구 초읍동 218-12번지 1층,부산광역시 부산진구 성지로 79 (초읍동),387009.673749545,188418.641226099,영업/정상,,부산진구,초읍동,초읍동 60계 초읍연지점,초읍동 60계 초읍연지점 051-806-6066
248,대한곰탕,한식,,부산광역시 부산진구 부전동 351-30,부산광역시 부산진구 새싹로28번길 29 (부전동),387506.558787731,186540.206021459,영업/정상,,부산진구,부전동,부전동 대한곰탕,부전동 대한곰탕 
249,생활맥주서면점,호프/통닭,02-7839663,부산광역시 부산진구 부전동 151-3,"부산광역시 부산진구 동천로95번길 14, 1층 (부전동)",387764.912141972,186184.941917713,영업/정상,,부산진구,부전동,부전동 생활맥주서면점,부전동 생활맥주서면점 02-7839663
250,교촌치킨서면점,호프/통닭,051-8088592,부산광역시 부산진구 부전동 266-24번지,"부산광역시 부산진구 중앙대로 745-1, 1층 (부전동)",387624.194370499,186399.41939328,영업/정상,,부산진구,부전동,부전동 교촌치킨서면점,부전동 교촌치킨서면점 051-8088592
251,이화월백,한식,,부산광역시 부산진구 전포동 671-10번지,"부산광역시 부산진구 서전로46번길 22, 1층 (전포동)",388066.038913878,186124.098820161,영업/정상,,부산진구,전포동,전포동 이화월백,전포동 이화월백 
252,호로롯쿠,기타,,부산광역시 부산진구 부전동 102-2번지,"부산광역시 부산진구 중앙대로756번길 26, 1층 (부전동)",387816.423143961,186402.65793632,영업/정상,,부산진구,부전동,부전동 호로롯쿠,부전동 호로롯쿠 
253,경성술집양정점,기타,051-8637600,부산광역시 부산진구 양정동 394-12번지,"부산광역시 부산진구 중앙대로909번길 9, 지상2층 (양정동)",388462.788825134,187781.10321542,영업/정상,,부산진구,양정동,양정동 경성술집양정점,양정동 경성술집양정점 051-8637600
254,복원아구찜,한식,051-803-3334,"부산광역시 부산진구 초읍동 273-14번지 , 273-47 59151-3호",부산광역시 부산진구 초읍천로108번길 75 (초읍동),386425.102628518,188490.169005184,영업/정상,,부산진구,초읍동,초읍동 복원아구찜,초읍동 복원아구찜 051-803-3334
255,남해바다회일번지,횟집,,부산광역시 부산진구 개금동 540-257번지,"부산광역시 부산진구 엄광로 57-2, 1층 (개금동)",384249.807182352,185098.275198055,영업/정상,,부산진구,개금동,개금동 남해바다회일번지,개금동 남해바다회일번지 
256,카페051범천점,분식,,부산광역시 부산진구 범천동 846-1,"부산광역시 부산진구 골드테마길 43, 1층 (범천동)",387655.691005994,184659.447354917,영업/정상,,부산진구,범천동,범천동 카페051범천점,범천동 카페051범천점 
257,달인거인통닭,호프/통닭,051-819-3334,부산광역시 부산진구 부전동 98-8,"부산광역시 부산진구 서전로9번길 56, 1층 (부전동)",387805.191868237,186483.517862324,영업/정상,,부산진구,부전동,부전동 달인거인통닭,부전동 달인거인통닭 051-819-3334
258,신 밀양돼지국밥,한식,,부산광역시 부산진구 개금동 540-252 2층,"부산광역시 부산진구 복지로 50, 2층 (개금동)",384041.938034071,185157.380976582,영업/정상,,부산진구,개금동,개금동 신 밀양돼지국밥,개금동 신 밀양돼지국밥 
259,곱샘덮샘,중국식,,부산광역시 부산진구 전포동 657-1,"부산광역시 부산진구 동천로132번길 26, 1층 (전포동)",387951.485112322,186532.801383048,영업/정상,,부산진구,전포동,전포동 곱샘덮샘,전포동 곱샘덮샘 
260,양정곱창,한식,051-8523080,부산광역시 부산진구 양정동 89-4번지,"부산광역시 부산진구 연수로54번길 30, 1층 (양정동)",389181.959370776,188033.698801936,영업/정상,,부산진구,양정동,양정동 양정곱창,양정동 양정곱창 051-8523080
261,철인7호,호프/통닭,051-8982405,부산광역시 부산진구 개금동 618-2,"부산광역시 부산진구 엄광로 16, 219동 1층 105호 (개금동, 현대아이파크상가)",383947.284798286,185065.676609901,영업/정상,,부산진구,개금동,개금동 철인7호,개금동 철인7호 051-8982405
262,한가정,한식,,부산광역시 부산진구 전포동 375-32번지,"부산광역시 부산진구 전포대로122번길 9, 1층 (전포동)",388317.164136456,185151.774722372,영업/정상,,부산진구,전포동,전포동 한가정,전포동 한가정 
263,소8(SOH8),호프/통닭,,부산광역시 부산진구 부전동 168-134번지 지상1층,"부산광역시 부산진구 동천로85번길 31-2, 지상1층 (부전동)",387672.529924974,186082.238154948,영업/정상,,부산진구,부전동,부전동 소8(SOH8),부전동 소8(SOH8) 
264,피자는 치즈빨 시민공원점,분식,,부산광역시 부산진구 연지동 178-10 지상1층,"부산광역시 부산진구 연지로 3-1, 지상1층 (연지동)",386724.129612082,187638.812526466,영업/정상,,부산진구,연지동,연지동 피자는 치즈빨 시민공원점,연지동 피자는 치즈빨 시민공원점 
265,자매포차,기타,051-8178887,부산광역시 부산진구 부전동 397-5,"부산광역시 부산진구 새싹로 21-5, 1층 (부전동)",387367.002305248,186428.003322049,영업/정상,,부산진구,부전동,부전동 자매포차,부전동 자매포차 051-8178887
266,번패티번 롯데백화점 부산본점,경양식,051-8103026,부산광역시 부산진구 부전동 503-15,"부산광역시 부산진구 가야대로 772, 지하1층 (부전동, 롯데백화점부산본점)",387271.299492377,186099.137533193,영업/정상,,부산진구,부전동,부전동 번패티번 롯데백화점 부산본점,부전동 번패티번 롯데백화점 부산본점 051-8103026
267,칠자족발,식육(숯불구이),,부산광역시 부산진구 당감동 238-2번지,"부산광역시 부산진구 백양대로60번길 49, 1층 (당감동)",385983.081391634,186940.905653239,영업/정상,,부산진구,당감동,당감동 칠자족발,당감동 칠자족발 
268,연의양과,기타,,부산광역시 부산진구 전포동 664-9번지,"부산광역시 부산진구 서전로37번길 20, 1층 (전포동)",388014.238479195,186349.005777784,영업/정상,,부산진구,전포동,전포동 연의양과,전포동 연의양과 
269,소다,기타,051-791-2358,"부산광역시 부산진구 부전동 522-15 외 1필지, 지상4층, 미소미빌딩비동","부산광역시 부산진구 서면로 23, 지상4층 (부전동, 미소미빌딩비동)",387403.18419358,185672.514788927,영업/정상,,부산진구,부전동,부전동 소다,부전동 소다 051-791-2358
270,들녘,한식,051-808-2462,"부산광역시 부산진구 부전동 522-15 외 1필지, 지상1층 미소비빌딩비동","부산광역시 부산진구 서면로 23, 지상1층 (부전동, 미소미빌딩비동)",387403.18419358,185672.514788927,영업/정상,,부산진구,부전동,부전동 들녘,부전동 들녘 051-808-2462
271,카페미정,한식,051-892-3838,부산광역시 부산진구 당감동 335-1번지 2층,"부산광역시 부산진구 당감서로 59, 2층 (당감동)",385466.476344853,187060.125694528,영업/정상,,부산진구,당감동,당감동 카페미정,당감동 카페미정 051-892-3838
272,소디스파레,경양식,051-806-3728,"부산광역시 부산진구 초읍동 269-38번지 3,4층","부산광역시 부산진구 새싹로 204, 3,4층 (초읍동)",386618.735209911,188048.273577384,영업/정상,,부산진구,초읍동,초읍동 소디스파레,초읍동 소디스파레 051-806-3728
273,다담,한식,051-8087831,부산광역시 부산진구 부전동 94-4,"부산광역시 부산진구 서전로9번길 51, 1층 (부전동)",387771.477620136,186476.820306197,영업/정상,,부산진구,부전동,부전동 다담,부전동 다담 051-8087831
274,숨은,기타,,부산광역시 부산진구 전포동 653-1,"부산광역시 부산진구 전포대로255번길 11, 지상1일부,2층 (전포동)",388052.476613078,186407.020492883,영업/정상,,부산진구,전포동,전포동 숨은,전포동 숨은 
275,덤보 라운지,식육(숯불구이),,부산광역시 부산진구 부전동 168-384,"부산광역시 부산진구 중앙대로680번가길 82, 1층 (부전동)",387745.141325185,186154.561093105,영업/정상,,부산진구,부전동,부전동 덤보 라운지,부전동 덤보 라운지 
276,온다로미,한식,,부산광역시 부산진구 전포동 663-4,"부산광역시 부산진구 서전로47번길 17, 1층 (전포동)",388034.650566176,186326.768828659,영업/정상,,부산진구,전포동,전포동 온다로미,전포동 온다로미 
277,다온,횟집,051-637-8319,부산광역시 부산진구 범천동 1643번지,"부산광역시 부산진구 범일로154번길 33, 지하1층 B1045~B1049호 (범천동, 범일역풍림아이원)",387758.905527561,184731.35167587,영업/정상,,부산진구,범천동,범천동 다온,범천동 다온 051-637-8319
278,생생돈까스가야점,경양식,051-8928283,부산광역시 부산진구 가야동 230-7번지,"부산광역시 부산진구 가야대로 558, 지상1층 (가야동)",385185.805362923,185746.663641511,영업/정상,,부산진구,가야동,가야동 생생돈까스가야점,가야동 생생돈까스가야점 051-8928283
279,두툼왕돈까스,경양식,,부산광역시 부산진구 양정동 363-4번지,"부산광역시 부산진구 양지로 6-1, 지상1층 (양정동)",388466.691224951,187580.416044965,영업/정상,,부산진구,양정동,양정동 두툼왕돈까스,양정동 두툼왕돈까스 
280,역전산곰장어,한식,,부산광역시 부산진구 부전동 346-37,"부산광역시 부산진구 부전로 169-4, 지상1층 (부전동)",387579.557119285,186825.694146511,영업/정상,,부산진구,부전동,부전동 역전산곰장어,부전동 역전산곰장어 
281,삼식당,식육(숯불구이),,부산광역시 부산진구 부전동 530-2번지,"부산광역시 부산진구 부전로 17, 지상1층 (부전동)",387359.39127154,185570.2622193,영업/정상,,부산진구,부전동,부전동 삼식당,부전동 삼식당 
282,웰컴투괌,일식,,부산광역시 부산진구 전포동 680-4,"부산광역시 부산진구 서전로38번길 43-3, 2층 (전포동)",388011.775411509,186028.51690793,영업/정상,,부산진구,전포동,전포동 웰컴투괌,전포동 웰컴투괌 
283,밥부심 서면점,한식,051-818-0427,부산광역시 부산진구 전포동 187-50,"부산광역시 부산진구 진남로373번길 56, 1층 (전포동)",388427.370225366,186449.276250501,영업/정상,,부산진구,전포동,전포동 밥부심 서면점,전포동 밥부심 서면점 051-818-0427
284,엠(M),경양식,,부산광역시 부산진구 부전동 515-15 지상5층,"부산광역시 부산진구 부전로66번길 10, 지상5층 (부전동)",387202.042552595,185996.929610492,영업/정상,,부산진구,부전동,부전동 엠(M),부전동 엠(M) 
285,오복미역(개금점),한식,051-898-9791,부산광역시 부산진구 개금동 511-1 1층 개금메디칼빌딩 108호,"부산광역시 부산진구 가야대로 451, 1층 108호 (개금동, 개금메디칼빌딩 )",384150.46166498,185697.067178045,영업/정상,,부산진구,개금동,개금동 오복미역(개금점),개금동 오복미역(개금점) 051-898-9791
286,가야골프스낵,기타,,"부산광역시 부산진구 가야동 251-1번지 외6필지(102-1,107-3,107-5,.108,109,110)","부산광역시 부산진구 가야대로 545, 지상2층 (가야동)",385038.021413747,185842.414674651,영업/정상,,부산진구,가야동,가야동 가야골프스낵,가야동 가야골프스낵 
287,서면 한우가,식육(숯불구이),,부산광역시 부산진구 부전동 397-9,"부산광역시 부산진구 새싹로 17-1, 1층 (부전동)",387394.741312696,186407.249905509,영업/정상,,부산진구,부전동,부전동 서면 한우가,부전동 서면 한우가 
288,이공구에스티,경양식,,부산광역시 부산진구 전포동 687-11,"부산광역시 부산진구 전포대로209번길 17-3, 1층 (전포동)",388032.449217247,185955.388355349,영업/정상,,부산진구,전포동,전포동 이공구에스티,전포동 이공구에스티 
289,닭발천국,식육(숯불구이),,부산광역시 부산진구 전포동 33-9번지,"부산광역시 부산진구 전포대로 294, 상가2동 1층 109호 (전포동, 서면한신아파트)",388306.464491104,186830.288315552,영업/정상,,부산진구,전포동,전포동 닭발천국,전포동 닭발천국 
290,진수원 참숯석갈비,한식,051-804-0015,부산광역시 부산진구 부암동 620-6번지 4층,"부산광역시 부산진구 백양산로 48, 4층 (부암동)",385010.438710511,187925.811810403,영업/정상,,부산진구,부암동,부암동 진수원 참숯석갈비,부암동 진수원 참숯석갈비 051-804-0015
291,이룸,분식,,부산광역시 부산진구 부전동 241-15,"부산광역시 부산진구 중앙대로 679-8, 1층 (부전동)",387527.580157834,185775.547128375,영업/정상,,부산진구,부전동,부전동 이룸,부전동 이룸 
292,OK식당,한식,051-803-3653,부산광역시 부산진구 부암동 384-14 (1층),"부산광역시 부산진구 백양순환로 139-1, 1층 (부암동)",385887.11973217,187360.748292857,영업/정상,,부산진구,부암동,부암동 OK식당,부암동 OK식당 051-803-3653
293,댓나잇(That Night),기타,,부산광역시 부산진구 부전동 168-57,"부산광역시 부산진구 동천로85번길 32, 2층 (부전동)",387699.354614195,186104.000746065,영업/정상,,부산진구,부전동,부전동 댓나잇(That Night),부전동 댓나잇(That Night) 
294,은화수식당당감점,기타,,부산광역시 부산진구 당감동 320-15번지,"부산광역시 부산진구 당감로 62, 1층 (당감동)",385693.097190192,187242.377790879,영업/정상,,부산진구,당감동,당감동 은화수식당당감점,당감동 은화수식당당감점 
295,식상,기타,051-804-4722,부산광역시 부산진구 부전동 172-1 지상1층,"부산광역시 부산진구 중앙대로692번길 45-7, 지상1층 (부전동)",387783.110280974,185907.206429187,영업/정상,,부산진구,부전동,부전동 식상,부전동 식상 051-804-4722
296,밀양식당,한식,051-808-5556,부산광역시 부산진구 전포동 658-1번지 (1층),부산광역시 부산진구 동천로132번길 10 (전포동),387883.593390065,186550.363700834,영업/정상,,부산진구,전포동,전포동 밀양식당,전포동 밀양식당 051-808-5556
297,3파운드,호프/통닭,051-803-1982,부산광역시 부산진구 전포동 693-2 몽뜨레,"부산광역시 부산진구 전포대로189번길 30, 103호 (전포동, 몽뜨레)",387961.015789694,185791.072914346,영업/정상,,부산진구,전포동,전포동 3파운드,전포동 3파운드 051-803-1982
298,참치어부,한식,051-808-3737,부산광역시 부산진구 부전동 515-67,"부산광역시 부산진구 부전로 48, 1층 (부전동)",387232.630093889,185870.264139363,영업/정상,,부산진구,부전동,부전동 참치어부,부전동 참치어부 051-808-3737
299,카츠래요,경양식,051-8168889,부산광역시 부산진구 부암동 345-80,"부산광역시 부산진구 백양순환로 155-1, 1층 (부암동)",385945.039530338,187197.456103971,영업/정상,,부산진구,부암동,부암동 카츠래요,부암동 카츠래요 051-8168889
300,왕대박포차,기타,,부산광역시 부산진구 부전동 168-15,"부산광역시 부산진구 중앙대로680번가길 77, 3층 (부전동)",387721.763441987,186138.528593832,영업/정상,,부산진구,부전동,부전동 왕대박포차,부전동 왕대박포차 
301,반궁서면엔씨점,한식,051-7947392,부산광역시 부산진구 전포동 668-1,"부산광역시 부산진구 동천로 92, 5층 (전포동, 엔씨백화점)",387920.292113406,186157.316240541,영업/정상,,부산진구,전포동,전포동 반궁서면엔씨점,전포동 반궁서면엔씨점 051-7947392
302,루암밋타이,"외국음식전문점(인도,태국등)",051-8046585,부산광역시 부산진구 전포동 379-18,"부산광역시 부산진구 황령대로98번길 65, 1층 (전포동)",388345.798913963,185269.13637578,영업/정상,,부산진구,전포동,전포동 루암밋타이,전포동 루암밋타이 051-8046585
303,달빛탕후루,경양식,,부산광역시 부산진구 부전동 168-4 지상1층,"부산광역시 부산진구 동천로85번길 1, 지상1층 (부전동)",387834.071551056,186064.479610568,영업/정상,https://pcmap.place.naver.com/restaurant/1255904349/review/visitor#,부산진구,부전동,부전동 달빛탕후루,부전동 달빛탕후루 
304,(주)시민푸드,한식,051-8975294,부산광역시 부산진구 개금동 527-75,"부산광역시 부산진구 냉정로 173, 1층 101호 (개금동, 세광빌라)",383906.386015915,185297.015003335,영업/정상,,부산진구,개금동,개금동 (주)시민푸드,개금동 (주)시민푸드 051-8975294
305,옹헤야,기타,,부산광역시 부산진구 부전동 152-1번지 1층,"부산광역시 부산진구 서전로 14, 1층 (부전동)",387740.806909657,186210.613115,영업/정상,,부산진구,부전동,부전동 옹헤야,부전동 옹헤야 
306,맥주점빵,호프/통닭,,"부산광역시 부산진구 범천동 842-4번지 TK골드뷰101호,1층","부산광역시 부산진구 범일로154번길 61, 1층 (범천동, TK골드뷰101호)",387911.086809071,184696.587599752,영업/정상,https://pcmap.place.naver.com/restaurant/1805714469/review/visitor#,부산진구,범천동,범천동 맥주점빵,범천동 맥주점빵 
307,금자네포장센타,식육(숯불구이),,부산광역시 부산진구 부전동 168-391번지,"부산광역시 부산진구 중앙대로680번가길 80-17, 2층 (부전동)",387794.106125472,186144.349045862,영업/정상,,부산진구,부전동,부전동 금자네포장센타,부전동 금자네포장센타 
