사업장명,업태구분명,소재지전화,소재지전체주소,도로명전체주소,좌표정보(x),좌표정보(y),영업상태명,naver_map_url,구,동,검색어,검색어2
구판장,일식,,부산광역시 부산진구 전포동 201-16,"부산광역시 부산진구 동성로87번길 24, 1층 (전포동)",388257.070723302,186299.075749923,영업/정상,,부산진구,전포동,전포동 구판장,전포동 구판장 
착한푸드,한식,,부산광역시 부산진구 개금동 1-29,"부산광역시 부산진구 백양대로208번길 137, 1층 2호 (개금동)",384283.146908731,186674.204440856,영업/정상,,부산진구,개금동,개금동 착한푸드,개금동 착한푸드 
만선타운3,기타,,부산광역시 부산진구 부전동 241-27,"부산광역시 부산진구 중앙대로 685-1, 1층 (부전동)",387525.37063652,185810.639047595,영업/정상,,부산진구,부전동,부전동 만선타운3,부전동 만선타운3 
만선타운2,기타,,부산광역시 부산진구 부전동 241-29,"부산광역시 부산진구 신천대로62번길 74, 1층 (부전동)",387506.196804075,185816.378924063,영업/정상,,부산진구,부전동,부전동 만선타운2,부전동 만선타운2 
하노이맥주밤거리 부산전포점,호프/통닭,,부산광역시 부산진구 전포동 312-31 101호,"부산광역시 부산진구 전포대로 204, 101호 (전포동)",388167.094187616,185918.955476812,영업/정상,,부산진구,전포동,전포동 하노이맥주밤거리 부산전포점,전포동 하노이맥주밤거리 부산전포점 
복고다방,기타,,부산광역시 부산진구 연지동 238-7,"부산광역시 부산진구 동평로235번길 45, 1층 (연지동)[*미고시]",386832.757509189,187787.437760859,영업/정상,,부산진구,연지동,연지동 복고다방,연지동 복고다방 
야키센,일식,,부산광역시 부산진구 연지동 7-2,"부산광역시 부산진구 성지로 56, 1,2층 (연지동)",387130.437901997,188194.772700058,영업/정상,,부산진구,연지동,연지동 야키센,연지동 야키센 
조옥규한우곰탕,한식,,부산광역시 부산진구 부전동 255-15,"부산광역시 부산진구 서면로68번길 29, 1층 (부전동)",387504.894952201,185997.289202283,영업/정상,,부산진구,부전동,부전동 조옥규한우곰탕,부전동 조옥규한우곰탕 
어필,기타,,부산광역시 부산진구 부전동 168-448,"부산광역시 부산진구 중앙대로702번길 33, 5층 (부전동)",387735.745972761,185988.250744692,영업/정상,,부산진구,부전동,부전동 어필,부전동 어필 
돼지충전소 당감점,한식,,부산광역시 부산진구 당감동 755-16,"부산광역시 부산진구 당감서로 102, 3층 (당감동)",385378.79753666,187386.389080561,영업/정상,,부산진구,당감동,당감동 돼지충전소 당감점,당감동 돼지충전소 당감점 
마담에뽀끄 서면점,기타,,부산광역시 부산진구 전포동 691-19,"부산광역시 부산진구 서전로38번길 78, 1층 (전포동)",387986.494895875,185835.701799176,영업/정상,,부산진구,전포동,전포동 마담에뽀끄 서면점,전포동 마담에뽀끄 서면점 
만족오향족발 부산진구점,한식,,부산광역시 부산진구 연지동 250-76 래미안어반파크,"부산광역시 부산진구 성지로 37, 상가3동 1층 102호 (연지동, 래미안어반파크)",386782.740399224,188127.671595095,영업/정상,,부산진구,연지동,연지동 만족오향족발 부산진구점,연지동 만족오향족발 부산진구점 
밥풀릭스,한식,,부산광역시 부산진구 개금동 686,"부산광역시 부산진구 진사로 7, 1층 (개금동)",383674.441255466,185384.60330419,영업/정상,,부산진구,개금동,개금동 밥풀릭스,개금동 밥풀릭스 
온정 롯데백화점부산본점,한식,,부산광역시 부산진구 부전동 503-15 롯데백화점부산본점,"부산광역시 부산진구 가야대로 772, 롯데백화점부산본점 지하1층 (부전동)",387271.299492377,186099.137533193,영업/정상,,부산진구,부전동,부전동 온정 롯데백화점부산본점,부전동 온정 롯데백화점부산본점 
조선숯불두마리치킨,호프/통닭,,부산광역시 부산진구 부전동 414-7,"부산광역시 부산진구 부전로111번길 18, 2층 (부전동)",387059.601051297,186467.374649788,영업/정상,,부산진구,부전동,부전동 조선숯불두마리치킨,부전동 조선숯불두마리치킨 
정씨푸드,한식,,부산광역시 부산진구 개금동 501-3,"부산광역시 부산진구 복지로8번길 18, 2층 1호 (개금동)",383940.229489297,185507.025656272,영업/정상,,부산진구,개금동,개금동 정씨푸드,개금동 정씨푸드 
그린보틀,기타,,부산광역시 부산진구 부전동 150-1,"부산광역시 부산진구 서전로 18-1, 지하1층 (부전동)",387786.802857937,186213.821273421,영업/정상,,부산진구,부전동,부전동 그린보틀,부전동 그린보틀 
엔,기타,,부산광역시 부산진구 부전동 524-7,"부산광역시 부산진구 중앙대로691번길 43, 1층 (부전동)",387331.249442723,185839.309564172,영업/정상,,부산진구,부전동,부전동 엔,부전동 엔 
비탈,한식,,부산광역시 부산진구 전포동 300-37 지하1층 일부,"부산광역시 부산진구 동성로71번길 24, 지하1층 일부 (전포동)",388266.311564461,186155.108809328,영업/정상,,부산진구,전포동,전포동 비탈,전포동 비탈 
후토,한식,,부산광역시 부산진구 부전동 233-15,"부산광역시 부산진구 신천대로62번길 45, 2층 (부전동)",387490.270141668,185678.914272305,영업/정상,,부산진구,부전동,부전동 후토,부전동 후토 
타이랜올,"외국음식전문점(인도,태국등)",,부산광역시 부산진구 전포동 334-28,"부산광역시 부산진구 전포대로210번길 42, 2층 (전포동)",388355.929421904,185975.800348304,영업/정상,,부산진구,전포동,전포동 타이랜올,전포동 타이랜올 
또바기식당,한식,,부산광역시 부산진구 범천동 847-2,"부산광역시 부산진구 범일로 158, 104동 214호 (범천동)",387641.682113215,184715.319562849,영업/정상,,부산진구,범천동,범천동 또바기식당,범천동 또바기식당 
세디,기타,,부산광역시 부산진구 전포동 354-40,"부산광역시 부산진구 전포대로186번길 36-1, 1층 (전포동)",388335.803555824,185711.850320391,영업/정상,,부산진구,전포동,전포동 세디,전포동 세디 
이도명가,한식,,부산광역시 부산진구 전포동 148-3 하루모텔,"부산광역시 부산진구 전포대로306번길 46, 하루모텔 1층 (전포동)",388247.338202996,187193.292016246,영업/정상,,부산진구,전포동,전포동 이도명가,전포동 이도명가 
달봉이 본점,한식,,부산광역시 부산진구 부전동 232-47,"부산광역시 부산진구 신천대로62번길 38, 2층 (부전동)",387515.738726982,185635.301191163,영업/정상,,부산진구,부전동,부전동 달봉이 본점,부전동 달봉이 본점 
샌딜리버블 서면점,기타,,부산광역시 부산진구 전포동 204-1 1층 일부,"부산광역시 부산진구 동성로87번길 3, 1층 일부 (전포동)",388364.397141753,186281.899172339,영업/정상,,부산진구,전포동,전포동 샌딜리버블 서면점,전포동 샌딜리버블 서면점 
발데르,기타,,부산광역시 부산진구 전포동 300-1,"부산광역시 부산진구 서전로68번길 14, 3층 (전포동)",388271.401192988,186185.590423191,영업/정상,,부산진구,전포동,전포동 발데르,전포동 발데르 
마코토,한식,,부산광역시 부산진구 전포동 340-38 1층 일부,"부산광역시 부산진구 서전로68번길 78, 1층 일부 (전포동)",388289.532104278,185857.518349156,영업/정상,,부산진구,전포동,전포동 마코토,전포동 마코토 
참숯화로구이,식육(숯불구이),,부산광역시 부산진구 초읍동 208-12,"부산광역시 부산진구 성지로 100, 1층 (초읍동)",386931.54263223,188615.362740013,영업/정상,,부산진구,초읍동,초읍동 참숯화로구이,초읍동 참숯화로구이 
삼원칼국수,한식,,부산광역시 부산진구 가야동 506-29,"부산광역시 부산진구 가야공원로 55, 1층 (가야동)",384941.513031422,185144.165580619,영업/정상,,부산진구,가야동,가야동 삼원칼국수,가야동 삼원칼국수 
마라순코우마라탕 가야점,중국식,,부산광역시 부산진구 가야동 459-41,"부산광역시 부산진구 엄광로 176-5, 3층 301호 (가야동)",385280.040503959,185011.820769446,영업/정상,,부산진구,가야동,가야동 마라순코우마라탕 가야점,가야동 마라순코우마라탕 가야점 
라화공방 양정점,중국식,,부산광역시 부산진구 양정동 353-18,"부산광역시 부산진구 양지로 3, 1층 (양정동)",388474.586632865,187620.219625009,영업/정상,,부산진구,양정동,양정동 라화공방 양정점,양정동 라화공방 양정점 
두볼,한식,,부산광역시 부산진구 전포동 374-41,"부산광역시 부산진구 전포대로132번길 7, 1층 일부 (전포동)",388254.478065152,185250.391001317,영업/정상,,부산진구,전포동,전포동 두볼,전포동 두볼 
동의통닭,호프/통닭,051-894-2076,부산광역시 부산진구 가야동 464-76 1층 일부,"부산광역시 부산진구 엄광로 185, 1층 일부 (가야동)",385336.154528215,185100.97894753,영업/정상,,부산진구,가야동,가야동 동의통닭,가야동 동의통닭 051-894-2076
갈매기타운 서면점,식육(숯불구이),,부산광역시 부산진구 부전동 168-459 우목빌딩Ⅱ,"부산광역시 부산진구 중앙대로680번가길 74, 우목빌딩Ⅱ 1층 (부전동)",387735.440664991,186112.846288405,영업/정상,,부산진구,부전동,부전동 갈매기타운 서면점,부전동 갈매기타운 서면점 
국수집,한식,,부산광역시 부산진구 부암동 346-13,"부산광역시 부산진구 당감로50번길 36, 1층 (부암동)",385880.01232578,187142.000653525,영업/정상,,부산진구,부암동,부암동 국수집,부암동 국수집 
쿠아츠,일식,,부산광역시 부산진구 전포동 300-37 지하1층 일부,"부산광역시 부산진구 동성로71번길 24, 지하1층 일부 (전포동)",388266.311564461,186155.108809328,영업/정상,,부산진구,전포동,전포동 쿠아츠,전포동 쿠아츠 
그레이핍플,기타,,부산광역시 부산진구 부전동 191-1,"부산광역시 부산진구 서전로10번길 60, 1층 (부전동)",387616.817538047,185949.643943291,영업/정상,,부산진구,부전동,부전동 그레이핍플,부전동 그레이핍플 
맘스터치 개금역사거리점,기타,,부산광역시 부산진구 개금동 875 개금역금강펜테리움더스퀘어아파트,"부산광역시 부산진구 가야대로 450, 상가동 B203호 (개금동, 개금역금강펜테리움더스퀘어아파트)",384088.228147214,185576.536475982,영업/정상,,부산진구,개금동,개금동 맘스터치 개금역사거리점,개금동 맘스터치 개금역사거리점 
PANNA(판나),경양식,,부산광역시 부산진구 전포동 685-1 2층 일부,"부산광역시 부산진구 서전로38번길 62, 2층 일부 (전포동)",387981.667323514,185916.186064046,영업/정상,,부산진구,전포동,전포동 PANNA(판나),전포동 PANNA(판나) 
진주육전밀면 본점,냉면집,,부산광역시 부산진구 개금동 607-11,"부산광역시 부산진구 가야대로408번길 30, 1층 (개금동)",383853.619231024,185393.888357326,영업/정상,,부산진구,개금동,개금동 진주육전밀면 본점,개금동 진주육전밀면 본점 
야키맨션,기타,,부산광역시 부산진구 부전동 126-2,"부산광역시 부산진구 서전로9번길 38, 1층 (부전동)",387757.672763191,186407.303442632,영업/정상,,부산진구,부전동,부전동 야키맨션,부전동 야키맨션 
전포지하,일식,,부산광역시 부산진구 전포동 334-9,"부산광역시 부산진구 전포대로210번길 48, 지하1층 (전포동)",388379.931158353,185975.424547018,영업/정상,,부산진구,전포동,전포동 전포지하,전포동 전포지하 
오딜라앤알마소셜클럽,경양식,,부산광역시 부산진구 전포동 347-1 3층 일부,"부산광역시 부산진구 서전로68번길 98, 3층 일부 (전포동)",388295.02863726,185765.303213346,영업/정상,,부산진구,전포동,전포동 오딜라앤알마소셜클럽,전포동 오딜라앤알마소셜클럽 
공원로52번길4(연탄불고기정식),한식,,부산광역시 부산진구 가야동 500-8,"부산광역시 부산진구 가야공원로52번길 4, 1층 (가야동)",384896.634728896,185174.202763589,영업/정상,,부산진구,가야동,가야동 공원로52번길4(연탄불고기정식),가야동 공원로52번길4(연탄불고기정식) 
도조스시,일식,,부산광역시 부산진구 전포동 680-8 성진전자상가 102호,"부산광역시 부산진구 서전로38번길 43-13, 성진전자상가 102호 (전포동)",388052.559709772,186038.138147119,영업/정상,,부산진구,전포동,전포동 도조스시,전포동 도조스시 
칸니치이자카야,일식,,부산광역시 부산진구 전포동 339-5,"부산광역시 부산진구 서전로68번길 64, 2층 일부 (전포동)",388289.350065764,185923.365776674,영업/정상,,부산진구,전포동,전포동 칸니치이자카야,전포동 칸니치이자카야 
미노히,일식,,부산광역시 부산진구 부전동 485-25,"부산광역시 부산진구 서면문화로5번길 33, 지하1층 (부전동)",387245.475726775,186271.502266511,영업/정상,,부산진구,부전동,부전동 미노히,부전동 미노히 
브라더한정식도시락 서면점,한식,,부산광역시 부산진구 부전동 225-4 아이비타워,"부산광역시 부산진구 중앙대로680번길 26, 아이비타워 102호 (부전동)",387704.484573692,185730.578505984,영업/정상,,부산진구,부전동,부전동 브라더한정식도시락 서면점,부전동 브라더한정식도시락 서면점 
듀코비라운지,경양식,,부산광역시 부산진구 전포동 690-1 1층 일부,"부산광역시 부산진구 전포대로199번길 9, 1층 일부 (전포동)",388063.491834579,185858.457886132,영업/정상,,부산진구,전포동,전포동 듀코비라운지,전포동 듀코비라운지 
몽환,한식,,부산광역시 부산진구 전포동 300-1,"부산광역시 부산진구 서전로68번길 14, 1층 (전포동)",388271.401192988,186185.590423191,영업/정상,,부산진구,전포동,전포동 몽환,전포동 몽환 
양아치,중국식,,부산광역시 부산진구 전포동 204-19 2층 일부,"부산광역시 부산진구 서전로67번길 6, 2층 일부 (전포동)",388300.900879122,186278.215494634,영업/정상,,부산진구,전포동,전포동 양아치,전포동 양아치 
왕자맥주,호프/통닭,,부산광역시 부산진구 초읍동 277-5 오티시이즈오피스텔,"부산광역시 부산진구 새싹로 256, 1층 101호 (초읍동, 오티시이즈오피스텔)",386494.090661035,188559.621692112,영업/정상,,부산진구,초읍동,초읍동 왕자맥주,초읍동 왕자맥주 
영광장어구이,한식,,부산광역시 부산진구 부전동 398-17,"부산광역시 부산진구 서면문화로 22-9, 1층 1호 (부전동)",387344.000276563,186428.929548014,영업/정상,,부산진구,부전동,부전동 영광장어구이,부전동 영광장어구이 
밤중에,기타,,부산광역시 부산진구 부전동 398-17,"부산광역시 부산진구 서면문화로 22-9, 1층 (부전동)",387344.000276563,186428.929548014,영업/정상,,부산진구,부전동,부전동 밤중에,부전동 밤중에 
빵크닉,기타,,부산광역시 부산진구 부암동 80-7 서면 지원 더 뷰 파크,"부산광역시 부산진구 새싹로 99, 1층 103호 (부암동, 서면 지원 더 뷰 파크)",386927.135507533,187063.056672691,영업/정상,,부산진구,부암동,부암동 빵크닉,부암동 빵크닉 
양지맛사랑,한식,,부산광역시 부산진구 개금동 53-3 개금주공상가,"부산광역시 부산진구 백양관문로 3, 개금주공상가 지하1층 10호 (개금동)",385002.870304631,186361.24583842,영업/정상,,부산진구,개금동,개금동 양지맛사랑,개금동 양지맛사랑 
서면향어집,한식,,부산광역시 부산진구 부전동 254-11,"부산광역시 부산진구 서면로68번길 45, 1층 (부전동)",387507.602320431,185913.618007298,영업/정상,,부산진구,부전동,부전동 서면향어집,부전동 서면향어집 
삼굽살 서면점,식육(숯불구이),,부산광역시 부산진구 부전동 515-6,"부산광역시 부산진구 중앙대로691번가길 21, 1층 (부전동)",387228.691759783,185939.216484774,영업/정상,,부산진구,부전동,부전동 삼굽살 서면점,부전동 삼굽살 서면점 
주화담 전포점,한식,,부산광역시 부산진구 전포동 300-44,"부산광역시 부산진구 동성로71번길 28, 2층 (전포동)",388250.178411836,186156.180950927,영업/정상,,부산진구,전포동,전포동 주화담 전포점,전포동 주화담 전포점 
토로토로,일식,,"부산광역시 부산진구 전포동 686-4 1층 일부, 2층 일부","부산광역시 부산진구 서전로46번길 64, 1층 일부, 2층 일부 (전포동)",388057.552796306,185916.368153169,영업/정상,,부산진구,전포동,전포동 토로토로,전포동 토로토로 
밥한술맛반찬,한식,,부산광역시 부산진구 가야동 56-2 한신센타뷰,"부산광역시 부산진구 가야대로 597, 1층 109호 (가야동, 한신센타뷰)",385548.398327258,185908.029905193,영업/정상,,부산진구,가야동,가야동 밥한술맛반찬,가야동 밥한술맛반찬 
원조개금밀면(왕),냉면집,,부산광역시 부산진구 개금동 170-5 개금밀면,"부산광역시 부산진구 가야공원로14번길 88-8, 개금밀면 1층 (개금동)",384462.041851886,185576.781181089,영업/정상,,부산진구,개금동,개금동 원조개금밀면(왕),개금동 원조개금밀면(왕) 
대청밀면,냉면집,,부산광역시 부산진구 개금동 501-3,"부산광역시 부산진구 복지로8번길 18, 2층 15호 (개금동)",383940.229489297,185507.025656272,영업/정상,,부산진구,개금동,개금동 대청밀면,개금동 대청밀면 
안평한우양곱창,식육(숯불구이),,부산광역시 부산진구 부전동 400-11,"부산광역시 부산진구 새싹로29번길 11, 1층 (부전동)",387297.429219518,186483.117934647,영업/정상,,부산진구,부전동,부전동 안평한우양곱창,부전동 안평한우양곱창 
정성숯불두마리치킨 서면점,호프/통닭,,부산광역시 부산진구 전포동 30-12 1층 일부,"부산광역시 부산진구 동성로112번길 86, 1층 일부 (전포동)",388319.958391963,186900.055955346,영업/정상,,부산진구,전포동,전포동 정성숯불두마리치킨 서면점,전포동 정성숯불두마리치킨 서면점 
포항이모,한식,,부산광역시 부산진구 부암동 528-4,"부산광역시 부산진구 당감로 90, 3층 (부암동)",385639.833328802,187522.041525185,영업/정상,,부산진구,부암동,부암동 포항이모,부암동 포항이모 
스시투어 시민공원점,일식,,부산광역시 부산진구 부암동 80-69,"부산광역시 부산진구 새싹로 91, 1층 (부암동)",386980.305911499,187011.201541455,영업/정상,,부산진구,부암동,부암동 스시투어 시민공원점,부암동 스시투어 시민공원점 
9평바다,식육(숯불구이),,부산광역시 부산진구 당감동 751-16,"부산광역시 부산진구 당감서로71번길 18, 1층 (당감동)",385452.485634402,187261.246891313,영업/정상,,부산진구,당감동,당감동 9평바다,당감동 9평바다 
오디너리부산,경양식,,부산광역시 부산진구 전포동 340-10,"부산광역시 부산진구 전포대로200번길 16, 1층 103호 (전포동)",388223.239842806,185863.988943863,영업/정상,,부산진구,전포동,전포동 오디너리부산,전포동 오디너리부산 
와썹피자,기타,,부산광역시 부산진구 전포동 175-28,"부산광역시 부산진구 전포대로276번길 15, 2층 (전포동)",388196.746169944,186651.276563925,영업/정상,,부산진구,전포동,전포동 와썹피자,전포동 와썹피자 
소안,한식,,부산광역시 부산진구 전포동 301-34,"부산광역시 부산진구 서전로68번길 15, 1층 일부호 (전포동)",388300.877338456,186177.948887298,영업/정상,,부산진구,전포동,전포동 소안,전포동 소안 
에스비푸드,경양식,,부산광역시 부산진구 부암동 117-31,"부산광역시 부산진구 신천대로204번길 21, 1층 (부암동)",386843.529734196,186504.698217685,영업/정상,,부산진구,부암동,부암동 에스비푸드,부암동 에스비푸드 
인더매스 시즌스,기타,,부산광역시 부산진구 부전동 503-15 롯데백화점부산본점,"부산광역시 부산진구 가야대로 772, 롯데백화점부산본점 지하1층 (부전동)",387271.299492377,186099.137533193,영업/정상,,부산진구,부전동,부전동 인더매스 시즌스,부전동 인더매스 시즌스 
지역사회 통합돌봄식사써비스 지원센터(온마을사랑채-초읍점),한식,051-996-5668,부산광역시 부산진구 초읍동 376-54,"부산광역시 부산진구 월드컵대로 451, 2층 (초읍동)",386781.267808294,189027.186510557,영업/정상,,부산진구,초읍동,초읍동 지역사회 통합돌봄식사써비스 지원센터(온마을사랑채-초읍점),초읍동 지역사회 통합돌봄식사써비스 지원센터(온마을사랑채-초읍점) 051-996-5668
가가탕수공방,기타,,부산광역시 부산진구 개금동 875 개금역금강펜테리움더스퀘어아파트,"부산광역시 부산진구 가야대로 450, 상가동 B208호 (개금동, 개금역금강펜테리움더스퀘어아파트)",384088.228147214,185576.536475982,영업/정상,,부산진구,개금동,개금동 가가탕수공방,개금동 가가탕수공방 
능풍샤브샤브 범천점,호프/통닭,,부산광역시 부산진구 범천동 1302-486,"부산광역시 부산진구 망양로 971-1, 1층 (범천동)",387244.309747521,184479.333433871,영업/정상,,부산진구,범천동,범천동 능풍샤브샤브 범천점,범천동 능풍샤브샤브 범천점 
신이내린닭발,한식,,부산광역시 부산진구 전포동 192-7,"부산광역시 부산진구 동성로 111, 2층 (전포동)",388230.003103672,186474.424908334,영업/정상,,부산진구,전포동,전포동 신이내린닭발,전포동 신이내린닭발 
듀커스하우스,기타,,부산광역시 부산진구 전포동 192-7,"부산광역시 부산진구 동성로 111, 1층 (전포동)",388230.003103672,186474.424908334,영업/정상,,부산진구,전포동,전포동 듀커스하우스,전포동 듀커스하우스 
은화횟집,횟집,051-808-4088,부산광역시 부산진구 부전동 341-29,"부산광역시 부산진구 중앙대로775번길 21-6, 1층 (부전동)",387720.954109101,186725.865939177,영업/정상,,부산진구,부전동,부전동 은화횟집,부전동 은화횟집 051-808-4088
돌끝해물,한식,051-632-3545,부산광역시 부산진구 범천동 886-1,"부산광역시 부산진구 범일로131번길 52, 1층 (범천동)",387552.509072813,184658.978648469,영업/정상,,부산진구,범천동,범천동 돌끝해물,범천동 돌끝해물 051-632-3545
개금파니니브런치,경양식,,부산광역시 부산진구 개금동 627-1 개금 시영,"부산광역시 부산진구 진사로61번길 29, 5동 지하1층 1호 (개금동, 개금 시영)",383734.276148855,184897.302921948,영업/정상,,부산진구,개금동,개금동 개금파니니브런치,개금동 개금파니니브런치 
더홀릭,기타,,부산광역시 부산진구 부전동 168-3,"부산광역시 부산진구 중앙대로680번가길 54, 3층 (부전동)",387733.840209174,186021.218598158,영업/정상,,부산진구,부전동,부전동 더홀릭,부전동 더홀릭 
류,일식,,부산광역시 부산진구 전포동 313-101,"부산광역시 부산진구 동성로49번길 38, 1층 (전포동)",388221.019809186,185935.854621131,영업/정상,,부산진구,전포동,전포동 류,전포동 류 
해피치즈스마일배달덮밥 전포점,분식,,부산광역시 부산진구 전포동 301-34,"부산광역시 부산진구 서전로68번길 15, 2층 (전포동)",388300.877338456,186177.948887298,영업/정상,,부산진구,전포동,전포동 해피치즈스마일배달덮밥 전포점,전포동 해피치즈스마일배달덮밥 전포점 
홀덤포커스 서면본점,기타,,부산광역시 부산진구 부전동 168-459 우목빌딩Ⅱ,"부산광역시 부산진구 중앙대로680번가길 74, 우목빌딩Ⅱ 5층 (부전동)",387735.440664991,186112.846288405,영업/정상,,부산진구,부전동,부전동 홀덤포커스 서면본점,부전동 홀덤포커스 서면본점 
전포명지 부전점,한식,,부산광역시 부산진구 부전동 102-3,"부산광역시 부산진구 중앙대로756번길 24, 1층 (부전동)",387808.473502885,186403.354834791,영업/정상,,부산진구,부전동,부전동 전포명지 부전점,부전동 전포명지 부전점 
브라운면,분식,,부산광역시 부산진구 전포동 360-2,"부산광역시 부산진구 서전로68번길 130, 1층 (전포동)",388301.707903293,185603.893372622,영업/정상,,부산진구,전포동,전포동 브라운면,전포동 브라운면 
청년피자 부산개금점,경양식,,부산광역시 부산진구 개금동 616-4,"부산광역시 부산진구 가야대로424번길 89-1, 1층 (개금동)",383910.403237028,185147.710748758,영업/정상,,부산진구,개금동,개금동 청년피자 부산개금점,개금동 청년피자 부산개금점 
노브랜드버거 서면점,기타,,부산광역시 부산진구 부전동 241-16,"부산광역시 부산진구 중앙대로 683, 지하1~지상3층 (부전동)",387540.941885174,185776.337075829,영업/정상,,부산진구,부전동,부전동 노브랜드버거 서면점,부전동 노브랜드버거 서면점 
페이퍼투콘크리트,기타,,부산광역시 부산진구 부전동 168-136,"부산광역시 부산진구 서전로10번길 31-7, 4층 (부전동)",387658.192523569,186068.466624152,영업/정상,,부산진구,부전동,부전동 페이퍼투콘크리트,부전동 페이퍼투콘크리트 
고향맛집,한식,,부산광역시 부산진구 당감동 295-6,"부산광역시 부산진구 백양대로60번길 53, 1층 (당감동)",385968.783605328,186964.162568547,영업/정상,,부산진구,당감동,당감동 고향맛집,당감동 고향맛집 
굽네치킨 부전점,호프/통닭,,부산광역시 부산진구 부전동 401-9,"부산광역시 부산진구 새싹로 37, 1층 101호 (부전동)",387291.825060303,186565.839830454,영업/정상,,부산진구,부전동,부전동 굽네치킨 부전점,부전동 굽네치킨 부전점 
호야팡야(HOYAPANGYA),한식,,부산광역시 부산진구 전포동 361-13,"부산광역시 부산진구 전포대로176번길 12-8, 1층 (전포동)",388224.074781512,185602.558993929,영업/정상,,부산진구,전포동,전포동 호야팡야(HOYAPANGYA),전포동 호야팡야(HOYAPANGYA) 
가온(GAON),기타,,부산광역시 부산진구 부전동 224-41,"부산광역시 부산진구 중앙대로680번길 50-1, 1층 (부전동)",387818.602713538,185742.888671246,영업/정상,,부산진구,부전동,부전동 가온(GAON),부전동 가온(GAON) 
친정엄마,한식,,부산광역시 부산진구 범천동 838-8,"부산광역시 부산진구 범일로142번길 34-5, 1층 (범천동)",387774.710356974,184536.063923737,영업/정상,,부산진구,범천동,범천동 친정엄마,범천동 친정엄마 
차오판,한식,,부산광역시 부산진구 전포동 361-14,"부산광역시 부산진구 동성로15번길 34-3, 1층 (전포동)",388230.544317665,185595.847829002,영업/정상,,부산진구,전포동,전포동 차오판,전포동 차오판 
쿡앤키친,한식,,부산광역시 부산진구 개금동 482-20,"부산광역시 부산진구 백양대로357번길 77, 1층 102호 (개금동)",383722.698036921,185680.052102208,영업/정상,,부산진구,개금동,개금동 쿡앤키친,개금동 쿡앤키친 
고와누스(Gowanus),기타,,부산광역시 부산진구 부전동 168-10,"부산광역시 부산진구 서전로10번길 11, 2,3층 (부전동)",387697.780590392,186158.703838465,영업/정상,,부산진구,부전동,부전동 고와누스(Gowanus),부전동 고와누스(Gowanus) 
주식회사리치몬드에프엔비 제주옥탑 서면1번가점,기타,,부산광역시 부산진구 부전동 519-14,"부산광역시 부산진구 가야대로784번길 56, 3층, 옥탑1층 (부전동)",387374.09502509,185923.065127589,영업/정상,,부산진구,부전동,부전동 주식회사리치몬드에프엔비 제주옥탑 서면1번가점,부전동 주식회사리치몬드에프엔비 제주옥탑 서면1번가점 
피자런서면점,기타,,부산광역시 부산진구 전포동 196-17,"부산광역시 부산진구 전포대로256번길 14, 1층 (전포동)",388199.973941726,186415.119656629,영업/정상,,부산진구,전포동,전포동 피자런서면점,전포동 피자런서면점 
대게홍게 게판20분,기타,,부산광역시 부산진구 전포동 433-3,"부산광역시 부산진구 봉수로 53-1, 3층 (전포동)",388710.188351279,185755.480201714,영업/정상,,부산진구,전포동,전포동 대게홍게 게판20분,전포동 대게홍게 게판20분 
카페 로지에르,기타,,부산광역시 부산진구 초읍동 206-2,"부산광역시 부산진구 성지로137번길 74-5, 1층 (초읍동)",386853.828902363,188572.517654295,영업/정상,,부산진구,초읍동,초읍동 카페 로지에르,초읍동 카페 로지에르 
리풀,기타,,부산광역시 부산진구 전포동 204-3,"부산광역시 부산진구 동성로87번길 7, 1층 우측호 (전포동)",388340.136481917,186285.210374491,영업/정상,,부산진구,전포동,전포동 리풀,전포동 리풀 
틈,한식,,부산광역시 부산진구 전포동 309-24,"부산광역시 부산진구 서전로58번길 34, 2층 (전포동)",388185.61592993,186077.403758415,영업/정상,,부산진구,전포동,전포동 틈,전포동 틈 
애니플러스,기타,070-71627048,부산광역시 부산진구 부전동 227-2 삼정타워,"부산광역시 부산진구 중앙대로 672, 삼정타워 9층 (부전동)",387608.014165034,185703.079007724,영업/정상,,부산진구,부전동,부전동 애니플러스,부전동 애니플러스 070-71627048
오마갓(OMAGOD),한식,,부산광역시 부산진구 전포동 313-101,"부산광역시 부산진구 동성로49번길 38, 2층 (전포동)",388221.019809186,185935.854621131,영업/정상,,부산진구,전포동,전포동 오마갓(OMAGOD),전포동 오마갓(OMAGOD) 
민참치,일식,,부산광역시 부산진구 부전동 517-31,"부산광역시 부산진구 가야대로784번길 53, 나동 1층 (부전동)",387394.812371401,185922.853022838,영업/정상,,부산진구,부전동,부전동 민참치,부전동 민참치 
뉴서면음식점,기타,,부산광역시 부산진구 부전동 267-19,"부산광역시 부산진구 중앙대로755번길 10, 3층 (부전동)",387666.12706233,186499.349069279,영업/정상,,부산진구,부전동,부전동 뉴서면음식점,부전동 뉴서면음식점 
꿀포차,한식,,부산광역시 부산진구 부전동 425-6,"부산광역시 부산진구 가야대로755번길 17, 1층 (부전동)",387090.905315761,186310.74642328,영업/정상,,부산진구,부전동,부전동 꿀포차,부전동 꿀포차 
